Although ^cs+con+++=Although
the ^ati++++=the
Brazilian ^jj+atrb+++=Brazilian
Ministry ^nn++++=Ministry
of ^in++++=of
Education ^nn++++=Education
provides ^vbz+vsua+++=provides
Braille ^np+++??+=Braille
adaptations ^nns++++=adaptations
of ^in++++=of
textbooks ^nns++++=textbooks
through ^in++++=through
the ^ati++++=the
National ^jj+atrb+++=National
Textbook ^nn++++=Textbook
Program ^np+++??+=Program
( ^zz++++=(Programa
programa ^nn+++??+=EXTRAWORD
Nacional ^np+++??+=Nacional
do ^vb+do+aux++=do
Livro ^np+++??+=Livro
Did ^vbd+dod+vrb++=Did
tico ^nn+++??+=tico
Pnld5 ^np+++??+=PNLD5)
) ^zz++++=EXTRAWORD
as ^in++++=as
required ^nn++++=required
by ^in++++=by
schools ^nns++++=schools,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
important ^jj+pred+++=important
for ^in++++=for
teachers ^vb++++=teachers
to ^to+vcmp+++=to
be ^vbi++vrb++=be
familiar ^jj+pred+++=familiar
with ^in++++=with
a ^at++++=a
range ^nn++++=range
of ^in++++=of
adapted ^xvbn+++xvbn+=adapted
materials ^nns++++=materials
to ^to++++=to
select ^vbi++++=select
the ^ati++++=the
most ^ql+emph+++=most
appropriate ^jj+atrb+++=appropriate
methods ^nns++++=methods
based ^vwbn+++xvbn+=based
on ^in++++=on
students ^nns++++=students
abilities ^nns++++=abilities
and ^cc++++=and
learning ^nvbg+++xvbg+=learning
styles ^nns++++=styles.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
adaptations ^nns++++=adaptations
are ^vb+ber+vrb++=are
significant ^jj+pred+++=significant
not ^xnot++not++=not
only ^rb+down+++=only
for ^in++++=for
blind ^jj+atrb+++=blind
students ^nns++++=students,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
gain ^vb++++=gain
access ^nn++++=access
to ^in++++=to
activities ^nns++++=activities
that ^tht+rel+subj++=that
would ^md+prd+++=would
otherwise ^rb+cnj+++=otherwise
be ^vb+be+vrb++=be
inaccessible ^jj+pred+++=inaccessible,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
also ^rb++++=also
for ^in++++=for
teachers ^nns++++=teachers,
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
offer ^vb++++=offer
opportunities ^nns++++=opportunities
to ^to++++=to
utilize ^vbi++++=utilize
diverse ^jj+atrb+++=diverse
materials ^nns++++=materials
that ^tht+rel+obj++=that
may ^md+pos+++=may
benefit ^vb++++=benefit
all ^abn++++=all
students ^nns++++=students,
, ^zz++++=EXTRAWORD
including ^in++++=including
both ^abx++++=both
sighted ^vprf+++xvbn+=sighted
and ^cc++++=and
non ^&fw++++=non-sighted
- ^zz++++=EXTRAWORD
sighted ^vprf+++xvbn+=EXTRAWORD
learners ^nns++++=learners.
. ^zz++++=EXTRAWORD
