The ^ati++++=The
findings ^nns++++=findings
from ^in++++=from
phase ^nn++++=phase
I ^pp1a+pp1+++=I
regarding ^in++++=regarding
the ^ati++++=the
impact ^nn++++=impact
of ^in++++=of
oral ^jj+atrb+++=oral
health ^nn++++=health
on ^in++++=on
quality ^nn++++=quality
of ^in++++=of
life ^nn++++=life
are ^vb+ber+vrb++=are
consistent ^jj+pred+++=consistent
with ^in++++=with
previous ^jj+atrb+++=previous
assertions ^nns++++=assertions
that ^tht+ncmp+obj++=that
edentulous ^nns+++??+=edentulous
individuals ^nns++++=individuals
experience ^nn++++=experience
physical ^jj+atrb+++=physical
limitations ^nns++++=limitations,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
in ^in++++=in
eating ^xvbg+++xvbg+=eating,
, ^zz++++=EXTRAWORD
speaking ^vbg+++xvbg+=speaking,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
social ^jj+atrb+++=social
interactions ^nns++++=interactions,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
respondents ^nns++++=respondents
identified ^vwbn+++xvbn+=identified
as ^ql++++=as
the ^ati++++=the
most ^ql+emph+++=most
significant ^jj+atrb+++=significant
problems ^nns++++=problems
associated ^vbd+++xvbn+=associated
with ^in++++=with
tooth ^nn++++=tooth
loss ^nn++++=loss.
. ^zz++++=EXTRAWORD
Among ^in++++=Among
the ^ati++++=the
participants ^nns++++=participants,
, ^zz++++=EXTRAWORD
68.4 ^cd++++=68.4%
% ^zz++++=EXTRAWORD
reported ^vbd+vpub++xvbn+=reported
difficulty ^nn++++=difficulty
eating ^vwbg+++xvbg+=eating
and ^cc++++=and
63.2 ^cd++++=63.2%
% ^zz++++=EXTRAWORD
reported ^vbd+vpub++xvbn+=reported
difficulty ^nn++++=difficulty
smiling ^vwbg+++xvbg+=smiling
as ^ql++++=as
consequences ^nns++++=consequences
of ^in++++=of
missing ^xvbg+++xvbg+=missing
teeth ^nns++++=teeth,
, ^zz++++=EXTRAWORD
indicating ^vbg+vprv++xvbg+=indicating
a ^at++++=a
substantial ^jj+atrb+++=substantial
effect ^nn++++=effect
of ^in++++=of
edentulism ^nn+++??+=edentulism
on ^in++++=on
personal ^jj++++=personal,
, ^zz++++=EXTRAWORD
social ^jj++++=social,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
emotional ^jj+atrb+++=emotional
aspects ^nns++++=aspects
of ^in++++=of
quality ^nn++++=quality
of ^in++++=of
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
31.6 ^cd++++=31.6%
% ^zz++++=EXTRAWORD
and ^cc++++=and
26.3 ^cd++++=26.3%
% ^zz++++=EXTRAWORD
of ^in++++=of
respondents ^nns++++=respondents
cited ^vbd+++xvbn+=cited
impairments ^nns+++??+=impairments
in ^in++++=in
speech ^nn++++=speech
and ^cc++++=and
chewing ^vbg+++xvbg+=chewing,
, ^zz++++=EXTRAWORD
respectively ^rb++++=respectively.
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
42.1 ^cd++++=42.1%
% ^zz++++=EXTRAWORD
of ^in++++=of
participants ^nns++++=participants
indicated ^vbd+vprv++xvbn+=indicated
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=did
not ^xnot++not++=not
use ^vb++++=use
dentures ^nns++++=dentures
due ^jj++++=due
to ^in+jcmp+++=to
financial ^jj+atrb+++=financial
constraints ^nns+++??+=constraints,
, ^zz++++=EXTRAWORD
supporting ^vbg+++xvbg+=supporting
evidence ^nn++++=evidence
that ^tht+rel+++=that,
, ^zz++++=EXTRAWORD
despite ^in++++=despite
the ^ati++++=the
availability ^nn++++=availability
of ^in++++=of
prosthetic ^nn+++??+=prosthetic
rehabilitation ^nn++++=rehabilitation
through ^in++++=through
the ^ati++++=the
Brazilian ^jj+atrb+++=Brazilian
National ^jj+atrb+++=National
Health ^nn++++=Health
Service ^nn++++=Service,
, ^zz++++=EXTRAWORD
the ^ati++++=the
provision ^nn++++=provision
may ^md+pos+++=may
be ^vb+be+vrb++=be
inadequate ^jj+pred+++=inadequate
to ^to++++=to
meet ^vbi++++=meet
demand ^vb++++=demand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
significant ^jj+atrb+++=significant
proportion ^nn++++=proportion
of ^in++++=of
the ^ati++++=the
population ^nn++++=population
either ^dtx++++=either
lacks ^vbz++++=lacks
the ^ati++++=the
financial ^jj+atrb+++=financial
resources ^nns++++=resources
to ^to++++=to
obtain ^vbi++++=obtain
dentures ^nns++++=dentures
or ^cc++++=or
does ^vbz+doz+aux++=does
not ^xnot++not++=not
have ^vb+hv+vrb++=have
access ^nn++++=access
to ^in++++=to
public ^jj+atrb+++=public
health ^nn++++=health
services ^nns++++=services.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
challenges ^nns++++=challenges
are ^vb+ber+aux++=are
also ^rb++splt++=also
observed ^vpsv++agls+xvbnx+=observed
among ^in++++=among
the ^ati++++=the
patax ^np++++=Patax
indigenous ^jj+atrb+++=indigenous
people ^nns++++=people
of ^in++++=of
aldeia ^np++++=Aldeia
velha ^np++++=Velha.
. ^zz++++=EXTRAWORD
