A ^at++++=A
shortage ^nn++++=shortage
of ^in++++=of
instructional ^jj+atrb+++=instructional
materials ^nns++++=materials
specifically ^rb++++=specifically
adapted ^vbd+++xvbn+=adapted
for ^in++++=for
blind ^jj+atrb+++=blind
students ^nns++++=students
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
identified ^vpsv++agls+xvbnx+=identified
in ^in++++=in
the ^ati++++=the
literature ^nn++++=literature
( ^zz++++=(Biagini
biagini ^nn+++??+=EXTRAWORD
& ^zz++++=&
Gon ^np+++??+=Gon
alves ^nns+++??+=alves,
, ^zz++++=EXTRAWORD
2017 ^cd++++=2017;
; ^zz++++=EXTRAWORD
Ferreira ^np+++??+=Ferreira
& ^zz++++=&
Dickman ^np+++??+=Dickman,
, ^zz++++=EXTRAWORD
2015 ^cd++++=2015;
; ^zz++++=EXTRAWORD
Uliana ^np+++??+=Uliana,
, ^zz++++=EXTRAWORD
2013 ^cd++++=2013;
; ^zz++++=EXTRAWORD
Camargo ^np+++??+=Camargo
& ^zz++++=&
Nardi ^np+++??+=Nardi,
 ^zz++++=EXTRAWORD
006 ^cd++++=2006;
 ^zz++++=EXTRAWORD
Oliveira ^np++++=Oliveira
 ^zz++++=&
Reily ^np++++=Reily,
 ^zz++++=EXTRAWORD
014 ^cd++++=2014).
	 ^zz++++=EXTRAWORD
 ^zz++++=EXTRAWORD
