A ^at++++=A
previous ^jj++++=previous
systematic ^jj++++=systematic
review ^vb++++=review
evaluated ^vbd+++xvbn+=evaluated
the ^ati++++=the
efficacy ^nn++++=efficacy
of ^in++++=of
topical ^jj+atrb+++=topical
treatments ^nns++++=treatments
for ^in++++=for
malignant ^jj+atrb+++=malignant
fungating ^nn+++??+=fungating
wounds ^nns++++=wounds
( ^zz++++=(MFW)
mfw ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
in ^in++++=in
managing ^xvbg+++xvbg+=managing
local ^jj+atrb+++=local
infection ^nn++++=infection,
, ^zz++++=EXTRAWORD
odor ^nn+++??+=odor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pain ^nn++++=pain.
. ^zz++++=EXTRAWORD
The ^ati++++=The
review ^nn++++=review
included ^vbd+++xvbn+=included
four ^cd++++=four
studies ^nns++++=studies:
: ^zz++++=EXTRAWORD
three ^cd++++=three
randomized ^vb+++??+=randomized
controlled ^vbd+++xvbn+=controlled
trials ^nns++++=trials
and ^cc++++=and
one ^cd1++++=one
preand ^nn+++??+=preand
post ^nn++++=post-test
- ^zz++++=EXTRAWORD
test ^nn++++=EXTRAWORD
survey ^vb++++=survey
focused ^vbd+++xvbn+=focused
on ^in++++=on
odor ^nn+++??+=odor
and ^cc++++=and
infection ^nn++++=infection
management ^nn++++=management.
. ^zz++++=EXTRAWORD
The ^ati++++=The
authors ^nns++++=authors
concluded ^vbd+vprv++xvbn+=concluded
that ^tht+vcmp+++=that
additional ^jj+atrb+++=additional
intervention ^nn++++=intervention
studies ^nns++++=studies
are ^vb+ber+aux++=are
needed ^vpsv++agls+xvbnx+=needed
to ^to+vcmp+++=to
address ^vb++++=address
the ^ati++++=the
control ^nn++++=control
of ^in++++=of
Mfw ^np+++??+=MFW-related
- ^zz++++=EXTRAWORD
related ^vbd+++xvbn+=EXTRAWORD
pain ^nn++++=pain
( ^zz++++=(Finlayson
finlayson ^nn++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2017a ^cd++++=2017a).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
