The ^ati++++=The
law ^nn++++=law
will ^md+prd+++=will
establish ^vb+vprv+++=establish
the ^ati++++=the
maximum ^jj+atrb+++=maximum
duration ^nn++++=duration
of ^in++++=of
the ^ati++++=the
working ^jj+atrb++xvbg+=working
day ^nn++++=day
and ^cc++++=and
the ^ati++++=the
criteria ^nns++++=criteria
for ^in++++=for
determining ^xvbg+++xvbg+=determining
minimum ^jj+atrb+++=minimum
wages ^nns++++=wages,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
into ^in++++=into
particular ^jj+atrb+++=particular
consideration ^nn++++=consideration
the ^ati++++=the
cost ^nn++++=cost
of ^in++++=of
subsistence ^nn++++=subsistence
as ^cs+sub+++=as
well ^rb++++=well
as ^cs+sub+++=as
the ^ati++++=the
specific ^jj+atrb+++=specific
conditions ^nns++++=conditions
and ^cc++++=and
needs ^nns++++=needs
of ^in++++=of
different ^jj+atrb+++=different
regions ^nns++++=regions
of ^in++++=of
the ^ati++++=the
country ^nn++++=country.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
will ^md+prd+++=will
regulate ^vb++++=regulate
mandatory ^jj+atrb+++=mandatory
weekly ^jj+atrb+++=weekly
rest ^nn++++=rest
periods ^nns++++=periods
and ^cc++++=and
provide ^vb+vsua+++=provide
for ^in+ppvb+++=for
the ^ati++++=the
establishment ^nn++++=establishment
of ^in++++=of
social ^jj+atrb+++=social
security ^nn++++=security.
. ^zz++++=EXTRAWORD
( ^zz++++=(art.
art ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
151.18 ^cd++++=151.18)
) ^zz++++=EXTRAWORD
