The ^ati++++=The
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
pandemic ^nn+++??+=pandemic
highlighted ^vbd+++xvbn+=highlighted
significant ^jj+atrb+++=significant
structural ^jj+atrb+++=structural
deficiencies ^nns++++=deficiencies
in ^in++++=in
India ^np++++=India
s ^zz++++=s
health ^nn++++=health
and ^cc++++=and
social ^jj+atrb+++=social
welfare ^nn++++=welfare
systems ^nns++++=systems,
, ^zz++++=EXTRAWORD
including ^in++++=including
the ^ati++++=the
lack ^nn++++=lack
of ^in++++=of
universal ^jj+atrb+++=universal
health ^nn++++=health
coverage ^nn++++=coverage
and ^cc++++=and
insufficient ^jj+atrb+++=insufficient
protection ^nn++++=protection
for ^in++++=for
economically ^rb++++=economically
disadvantaged ^jj+atrb++??+=disadvantaged
populations ^nns++++=populations.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
the ^ati++++=the
first ^od++++=first
confirmed ^vbd+vpub++xvbn+=confirmed
case ^nn++++=case
of ^in++++=of
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
in ^in++++=in
India ^np++++=India
a ^at++++=a
student ^nn++++=student
returning ^vwbg+++xvbg+=returning
from ^in++++=from
Wuhan ^np+++??+=Wuhan
to ^in++++=to
Kerala ^np+++??+=Kerala
there ^ex+pex+++=there
were ^vbd+bed+aux++=were
reported ^vpsv++agls+xvbnx+=reported
incidents ^nns++++=incidents
of ^in++++=of
racial ^jj+atrb+++=racial
discrimination ^nn++++=discrimination
against ^in++++=against
migrants ^nns+++??+=migrants
from ^in++++=from
Northeast ^np+++??+=Northeast
India ^np++++=India,
, ^zz++++=EXTRAWORD
a ^at++++=a
region ^nn++++=region
bordering ^vwbg+++xvbg+=bordering
China ^np++++=China.
. ^zz++++=EXTRAWORD
Individuals ^nns++++=Individuals
from ^in++++=from
this ^dt+dem+++=this
region ^nn++++=region
were ^vbd+bed+vrb++=were
frequently ^rb++++=frequently
stigmatized ^jj+pred++??+=stigmatized
and ^cc++++=and
falsely ^rb++++=falsely
associated ^vbd+++xvbn+=associated
with ^in++++=with
the ^ati++++=the
transmission ^nn++++=transmission
of ^in++++=of
the ^ati++++=the
virus ^nn++++=virus
in ^in++++=in
major ^jj+atrb+++=major
metropolitan ^jj+atrb+++=metropolitan
areas ^nns++++=areas
such ^abl++++=such
as ^ql++++=as
New ^np++++=New
Delhi ^np++++=Delhi,
, ^zz++++=EXTRAWORD
Pune ^np+++??+=Pune,
, ^zz++++=EXTRAWORD
Mumbai ^np+++??+=Mumbai,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Hyderabad ^np+++??+=Hyderabad.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
the ^ati++++=the
pandemic ^nn+++??+=pandemic
was ^vbd+bedz+aux++=was
accompanied ^vpsv++by+xvbnx+=accompanied
by ^in++++=by
an ^at++++=an
increase ^nn++++=increase
in ^in++++=in
sinophobic ^np++++=Sinophobic
and ^cc++++=and
islamophobic ^np++++=Islamophobic
sentiments ^nns++++=sentiments.
. ^zz++++=EXTRAWORD
