The ^ati++++=The
liberal ^jj++++=liberal
the ^ati++++=the
claim ^nn++++=claim
that ^tht+ncmp+++=that
the ^ati++++=the
privilege ^nn++++=privilege
conceded ^vbd+vsua++xvbn+=conceded
to ^in++++=to
Christianity ^nn++++=Christianity
in ^in++++=in
Re ^in++++=RE
syllabuses ^nns++++=syllabuses
and ^cc++++=and
in ^in++++=in
the ^ati++++=the
life ^nn++++=life
of ^in++++=of
school ^nn++++=school
violates ^nns+++??+=violates
basic ^jj+atrb+++=basic
standards ^nns++++=standards
of ^in++++=of
liberal ^jj+atrb+++=liberal
equality ^nn++++=equality
by ^in++++=by
marginalising ^nn+++??+=marginalising
minority ^nn++++=minority
worldviews ^nns+++??+=worldviews
and ^cc++++=and
reproducing ^jj+atrb++xvbg+=reproducing
structures ^nns++++=structures
of ^in++++=of
dominance ^nn++++=dominance
deserves ^vbz++++=deserves
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
addressed ^vpsv++agls+xvbnx+=addressed.
. ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
liberal ^jj+atrb+++=liberal
objection ^nn++++=objection
is ^vbz+bez+vrb++=is
sound ^jj+pred+++=sound
in ^in++++=in
that ^dt+dem+++=that
reflective ^jj++++=reflective
thinking ^xvbg+++xvbg+=thinking
requires ^vbz++++=requires
a ^at++++=a
polyphonic ^jj+atrb+++=polyphonic
appreciation ^nn++++=appreciation
of ^in++++=of
accepted ^jj+atrb++xvbn+=accepted
social ^jj+atrb+++=social
values ^nns++++=values
and ^cc++++=and
public ^jj+atrb+++=public
norms ^nns++++=norms.
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
it ^pp3+it+++=it
comes ^vbz++++=comes
to ^in++++=to
the ^ati++++=the
educative ^jj+atrb+++=educative
enterprise ^nn++++=enterprise,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
necessary ^jj+pred+++=necessary
to ^to+jcmp+++=to
bear ^vbi+vprv+++=bear
in ^in++++=in
mind ^nn++++=mind
the ^ati++++=the
experiential ^jj+atrb+++=experiential
dimension ^nn++++=dimension
of ^in++++=of
the ^ati++++=the
process ^nn++++=process
of ^in++++=of
knowledge ^nn++++=knowledge
acquisition ^nn++++=acquisition,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
in ^in++++=in
pragmatist ^nn+++??+=pragmatist
philosophies ^nns+++??+=philosophies
are ^vb+ber+aux++=are
associated ^vpsv++agls+xvbnx+=associated
with ^in++++=with
the ^ati++++=the
intellectual ^jj+atrb+++=intellectual
canons ^nns++++=canons
of ^in++++=of
a ^at++++=a
tradition ^nn++++=tradition
or ^cc++++=or
cultural ^jj+atrb+++=cultural
perceptions ^nns++++=perceptions
articulated ^nn+++??+=articulated
from ^in++++=from
within ^in++++=within
social ^jj+atrb+++=social
activities ^nns++++=activities.
. ^zz++++=EXTRAWORD
As ^ql++++=As
John ^np++++=John
Dewey ^np+++??+=Dewey
and ^cc++++=and
Richard ^np++++=Richard
Rorty ^np+++??+=Rorty
have ^vb+hv+aux++=have
noted ^vprf+++xvbnx+=noted,
, ^zz++++=EXTRAWORD
the ^ati++++=the
immersion ^nn++++=immersion
into ^in++++=into
social ^jj+atrb+++=social
activities ^nns++++=activities
is ^vbz+bez+vrb++=is
a ^at++++=a
fundamental ^jj+atrb+++=fundamental
part ^nn++++=part
of ^in++++=of
any ^dti++++=any
learning ^jj+atrb++xvbg+=learning
effort ^nn++++=effort,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
through ^in++++=through
collective ^jj+atrb+++=collective
experiences ^nns++++=experiences
that ^tht+rel+obj++=that
individuals ^nns++++=individuals
acquire ^vb++++=acquire
the ^ati++++=the
resources ^nns++++=resources
to ^to++++=to
find ^vbi+vprv+++=find
meaning ^nn++++=meaning
in ^in++++=in
the ^ati++++=the
objects ^nns++++=objects
of ^in++++=of
their ^pp$+pp3+++=their
thinking ^nn++++=thinking.
. ^zz++++=EXTRAWORD
