The ^ati++++=The
women ^nns++++=women
were ^vbd+bed+vrb++=were
between ^in++++=between
stages ^nns++++=stages
0 ^zz++++=0
and ^cc++++=and
Iii ^np+++??+=III
of ^in++++=of
the ^ati++++=the
disease36,37,47 ^nn+++??+=disease36,37,47
49,51,38 ^cd++++=49,51,38
45 ^cd++++=45;
; ^zz++++=EXTRAWORD
some ^dti++++=some
of ^in++++=of
them ^pp3o+pp3+++=them
with ^in++++=with
metastasis ^nns+++??+=metastasis
or ^cc++++=or
severe ^jj+atrb+++=severe
cancer35,50 ^nn+++??+=cancer35,50.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
study ^nn++++=study
did ^vbd+dod+aux++=did
not ^xnot++not++=not
show ^vb+vprv+++=show
the ^ati++++=the
disease ^nn++++=disease
stage ^nn++++=stage
of ^in++++=of
the ^ati++++=the
participants46 ^nn++++=participants46.
. ^zz++++=EXTRAWORD
