The ^ati++++=The
pragmatist ^nn+++??+=pragmatist/postmodern
educational ^jj+atrb+++=educational
framework ^nn++++=framework
has ^vbz+hvz+vrb++=has
the ^ati++++=the
advantage ^nn++++=advantage
of ^in++++=of
taking ^nn++++=taking
into ^in++++=into
account ^nn++++=account
pupils ^nns++++=pupils
particular ^jj+atrb+++=particular
experiences ^nns++++=experiences
in ^in++++=in
faith ^nn++++=faith
activities ^nns++++=activities
as ^in++++=as
a ^at++++=a
starting ^jj+atrb++xvbg+=starting
point ^nn++++=point
for ^in++++=for
the ^ati++++=the
educative ^jj+atrb+++=educative
endeavour ^nn++++=endeavour.
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
this ^dt+dem+++=this
account ^nn++++=account
also ^rb++++=also
departs ^vbz++++=departs
from ^in++++=from
the ^ati++++=the
objectivism ^nn+++??+=objectivism
of ^in++++=of
liberal ^jj+atrb+++=liberal
positions ^nns++++=positions,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
also ^rb++++=also
fails ^vbz++++=fails
to ^to+vcmp+++=to
provide ^vbi+vsua+++=provide
an ^at++++=an
epistemological ^nn+++??+=epistemological
or ^cc++++=or
even ^rb++++=even
an ^at++++=an
ontological ^nn+++??+=ontological
foundation ^nn++++=foundation
for ^in++++=for
systematic ^jj+atrb+++=systematic
procedures ^nns++++=procedures
of ^in++++=of
critical ^jj++++=critical
thinking ^jj+++xvbg+=thinking
and ^cc++++=and
self ^nn++++=self-criticism.
- ^zz++++=EXTRAWORD
criticism ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
with ^in++++=with
its ^pp$+it+++=its
emphasis ^nn++++=emphasis
on ^in++++=on
the ^ati++++=the
individual ^nn++++=individual
and ^cc++++=and
social ^jj+atrb+++=social
utility ^nn++++=utility
of ^in++++=of
self ^nn++++=self-oriented
- ^zz++++=EXTRAWORD
oriented ^nn+++??+=EXTRAWORD
practices ^nns++++=practices,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
its ^pp$+it+++=its
disregard ^vb++++=disregard
for ^in++++=for
an ^at++++=an
all ^abn++++=all-encompassing
- ^zz++++=EXTRAWORD
encompassing ^nn+++??+=EXTRAWORD
account ^nn++++=account
of ^in++++=of
public ^jj+atrb+++=public
morality ^nn++++=morality,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
perspective ^nn++++=perspective
cannot ^md+pos+not++=cannot
help ^vb++++=help
falling ^nvbg+++xvbg+=falling
into ^in++++=into
the ^ati++++=the
paradox ^nn++++=paradox
of ^in++++=of
an ^at++++=an
autonomous ^jj+atrb+++=autonomous
thinking ^jj+atrb++xvbg+=thinking
agent ^nn++++=agent
that ^tht+rel+++=that,
, ^zz++++=EXTRAWORD
in ^in++++=in
exercising ^xvbg+++xvbg+=exercising
its ^pp$+it+++=its
own ^ap++++=own
freedom ^nn++++=freedom,
, ^zz++++=EXTRAWORD
may ^md+pos+++=may
opt ^vb++++=opt
for ^in++++=for
disengagement ^nn+++??+=disengagement
and ^cc++++=and
adopt ^vb++++=adopt
a ^at++++=a
conservative ^jj+atrb+++=conservative
stance ^nn++++=stance
on ^in++++=on
ethical ^jj+atrb+++=ethical
and ^cc+phrs+++=and
moral ^jj+atrb+++=moral
matters ^nns++++=matters
