The ^ati++++=The
next ^ap++++=next
example ^nn++++=example
demonstrates ^vbz+vpub+++=demonstrates
that ^tht+vcmp+++=that
oftentimes ^nns+++??+=oftentimes
the ^ati++++=the
course ^nn++++=course
participants ^nns++++=participants
played ^vbd+++xvbn+=played
the ^ati++++=the
role ^nn++++=role
of ^in++++=of
a ^at++++=a
teacher ^nn++++=teacher
in ^in++++=in
the ^ati++++=the
course ^nn++++=course.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
following ^jj+atrb++xvbg+=following
post ^nn++++=post
from ^in++++=from
Group ^nn++++=Group
3 ^zz++++=3,
, ^zz++++=EXTRAWORD
Participant ^nn++++=Participant
B ^zz++++=B
even ^rb++++=even
copied ^vwbn+++xvbn+=copied
the ^ati++++=the
Mobile ^jj+atrb+++=Mobile
Phone ^nn++++=Phone
emoji ^vb+++??+=emoji
used ^vpsv++by+xvbn+=used
by ^in++++=by
teachers ^vb++++=teachers
to ^to+vcmp+++=to
suggest ^vbi+vpub+++=suggest
apps ^nns+++??+=apps
and ^cc++++=and
articles ^nns++++=articles
for ^in++++=for
the ^ati++++=the
task ^nn++++=task.
. ^zz++++=EXTRAWORD
B ^zz++++=B
also ^rb++++=also
included ^vbd+++xvbn+=included
the ^ati++++=the
Up ^rp++++=Up
Pointing ^jj+atrb++xvbg+=Pointing
Index ^nn++++=Index
emoji ^nn+++??+=emoji
and ^cc++++=and
the ^ati++++=the
Smiling ^jj+atrb++xvbg+=Smiling
Face ^nn++++=Face
emoji ^nn+++??+=emoji
in ^in++++=in
his ^pp$+pp3+++=his
posts ^nns++++=posts
to ^to++++=to
encourage ^vbi++++=encourage
his ^pp$+pp3+++=his
peer ^nn++++=peer
to ^in++++=to
develop ^vb++++=develop
the ^ati++++=the
task ^nn++++=task.
. ^zz++++=EXTRAWORD
