The ^ati++++=The
Diptera ^np+++??+=Diptera
( ^zz++++=(with
with ^in++++=EXTRAWORD
head ^nn++++=head)
) ^zz++++=EXTRAWORD
taxonomic ^nn+++??+=taxonomic
groups ^nns++++=groups
were ^vbd+bed+vrb++=were
the ^ati++++=the
most ^ql+emph+++=most
abundant ^jj+atrb+++=abundant
sampled ^nn+++??+=sampled
organisms ^nns++++=organisms,
, ^zz++++=EXTRAWORD
in ^in++++=in
total ^nn++++=total
80 ^cd++++=80
organisms ^nns++++=organisms
were ^vbd+bed+vrb++=were
sampled ^nn+++??+=sampled.
. ^zz++++=EXTRAWORD
First ^rb++++=First
order ^to++++=order
opportunistic ^jj+atrb++??+=opportunistic
organisms ^nns++++=organisms
have ^vb+hv+vrb++=have
a ^at++++=a
high ^jj+atrb+++=high
tolerance ^nn++++=tolerance
to ^in++++=to
contaminants ^nns++++=contaminants,
, ^zz++++=EXTRAWORD
changes ^nns++++=changes
of ^in++++=of
physical ^jj++++=physical-chemical
- ^zz++++=EXTRAWORD
chemical ^jj+atrb+++=EXTRAWORD
patterns ^nns++++=patterns,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
climatic ^jj+atrb+++=climatic
variations ^nns++++=variations.
. ^zz++++=EXTRAWORD
Diptera ^np+++??+=Diptera,
, ^zz++++=EXTRAWORD
Nematoda ^np+++??+=Nematoda,
, ^zz++++=EXTRAWORD
Hirudinea ^np+++??+=Hirudinea,
, ^zz++++=EXTRAWORD
Turbellaria ^np+++??+=Turbellaria,
, ^zz++++=EXTRAWORD
Polychaeta ^np+++??+=Polychaeta
and ^cc++++=and
Oligochaeta ^np+++??+=Oligochaeta
are ^vb+ber+vrb++=are
a ^at++++=a
few ^ap++++=few
examples ^nns++++=examples
of ^in++++=of
taxonomic ^nn+++??+=taxonomic
groups ^nns++++=groups
that ^tht+rel+obj++=that
fit ^nn++++=fit
in ^in++++=in
this ^dt+dem+++=this
category ^nn++++=category.
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
some ^dti++++=some
group ^nn++++=group
representatives ^nns++++=representatives
have ^vb+hv+vrb++=have
their ^pp$+pp3+++=their
distribution ^nn++++=distribution
related ^vbd+++xvbn+=related
to ^in++++=to
the ^ati++++=the
type ^nn++++=type
of ^in++++=of
substrate ^nn++++=substrate
and ^cc++++=and
the ^ati++++=the
water ^nn++++=water
flow ^nn++++=flow
of ^in++++=of
the ^ati++++=the
environment ^nn++++=environment
( ^zz++++=(POE;
poe ^np++++=EXTRAWORD
; ^zz++++=EXTRAWORD
Stefan ^np++++=STEFAN:,
: ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
1974 ^cd+date+++=1974;
; ^zz++++=EXTRAWORD
Gorni ^np+++??+=GORNI;
; ^zz++++=EXTRAWORD
Alves ^np+++??+=ALVES:,
: ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2012 ^cd++++=2012).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
freshwater ^jjb+atrb+++=freshwater
organisms ^nns++++=organisms
tend ^vb++++=tend
to ^to+vcmp+++=to
remain ^vbi++++=remain
closer ^rbr++++=closer
to ^in++++=to
the ^ati++++=the
sediment ^nn+++??+=sediment
surface ^nn++++=surface
and ^cc++++=and
play ^nn++++=play
a ^at++++=a
crucial ^jj+atrb+++=crucial
role ^nn++++=role
in ^in++++=in
the ^ati++++=the
decomposition ^nn++++=decomposition
of ^in++++=of
organic ^jj+atrb+++=organic
matter ^nn++++=matter
in ^in++++=in
the ^ati++++=the
environment ^nn++++=environment.
. ^zz++++=EXTRAWORD
For ^in++++=For
example ^nn++++=example,
, ^zz++++=EXTRAWORD
Oligochaeta ^np+++??+=Oligochaeta
individuals ^nns++++=individuals
actively ^rb++++=actively
participate ^vb++++=participate
in ^in++++=in
water ^nn++++=water
purification ^nn++++=purification,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
primary ^jj+atrb+++=primary
consumers ^nns++++=consumers
or ^cc++++=or
decomposers ^nns+++??+=decomposers
( ^zz++++=(UZUNOV
uzunov ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
1988 ^cd+date+++=1988;
; ^zz++++=EXTRAWORD
Abebe ^np+++??+=ABEBE
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2006 ^cd++++=2006).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Other ^ap++++=Other
representatives ^nns++++=representatives
of ^in++++=of
this ^dt+dem+++=this
category ^nn++++=category,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
Turbellaria ^np+++??+=Turbellaria
and ^cc++++=and
Hirudinea ^np+++??+=Hirudinea,
, ^zz++++=EXTRAWORD
have ^vb+hv+vrb++=have
low ^jj+atrb+++=low
dispersion ^nn++++=dispersion
in ^in++++=in
the ^ati++++=the
environment ^nn++++=environment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
may ^md+pos+++=may
be ^vb+be+vrb++=be
typical ^jj+pred+++=typical
of ^in++++=of
the ^ati++++=the
type ^nn++++=type
of ^in++++=of
environment ^nn++++=environment
studied ^vbd+++xvbn+=studied
( ^zz++++=(KNAKIEVICZ,
knakievicz ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
2014 ^cd++++=2014;
; ^zz++++=EXTRAWORD
metcalfe ^np++++=METCALFE
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
1984 ^cd+date+++=1984).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
