The ^ati++++=The
physical ^jj++++=physical-chemical
- ^zz++++=EXTRAWORD
chemical ^jj+atrb+++=EXTRAWORD
parameters ^nns++++=parameters
of ^in++++=of
the ^ati++++=the
water ^nn++++=water
of ^in++++=of
the ^ati++++=the
Itingu ^np+++??+=Itingu
u ^zz++++=u
River ^npl++++=River
are ^vb+ber+vrb++=are
within ^in++++=within
the ^ati++++=the
acceptable ^jj+atrb+++=acceptable
ranges ^nns++++=ranges
for ^in++++=for
freshwater ^jjb+atrb+++=freshwater
bodies ^nns++++=bodies
established ^vwbn+++xvbn+=established
by ^in++++=by
Conama ^np+++??+=CONAMA
Resolution ^nn++++=Resolution
357 ^cd++++=357/05
( ^zz++++=(BRASIL,
brasil ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
2005 ^cd++++=2005).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Slightly ^rb+down+++=Slightly
acidic ^jj+atrb++??+=acidic
waters ^nns++++=waters
were ^vbd+bed+aux++=were
observed ^vpsv++agls+xvbnx+=observed,
, ^zz++++=EXTRAWORD
with ^in++++=with
high ^jj+atrb+++=high
concentrations ^nns++++=concentrations
of ^in++++=of
dissolved ^jj+atrb++xvbn+=dissolved
oxygen ^nn++++=oxygen
and ^cc++++=and
low ^jj+atrb+++=low
turbidity ^nn+++??+=turbidity
( ^zz++++=(Table
table ^nn++++=EXTRAWORD
1 ^zz++++=1).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
temperatures ^nns++++=Temperatures
ranged ^vbd+++xvbn+=ranged
between ^in++++=between
22.7 ^cd++++=22.7
and ^cc++++=and
23.1 ^cd++++=23.1
c ^zz++++=C.
. ^zz++++=EXTRAWORD
