The ^ati++++=The
second ^od++++=second
strong ^jj+atrb+++=strong
correlation ^nn++++=correlation
is ^vbz+bez+vrb++=is
among ^in++++=among
the ^ati++++=the
Indicators ^nns++++=Indicators
Co ^nn++++=Co-publications
- ^zz++++=EXTRAWORD
publications ^nns++++=EXTRAWORD
with ^in++++=with
industrial ^jj+atrb+++=industrial
partners ^nns++++=partners
and ^cc++++=and
Spin ^nn++++=Spin-offs
- ^zz++++=EXTRAWORD
offs ^nns+++??+=EXTRAWORD
, ^zz++++=,
which ^whp+rel+subj++=which
shows ^vbz+vprv+++=shows
that ^tht+vcmp+++=that
industrial ^jj+atrb+++=industrial
outputs ^nns+++??+=outputs
are ^vb+ber+aux++=are
connected ^vpsv++agls+xvbnx+=connected.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
have ^vb+hv+vrb++=have
a ^at++++=a
correlation ^nn++++=correlation
index ^nn++++=index
of ^in++++=of
0.7197 ^nn+++??+=0.7197.
. ^zz++++=EXTRAWORD
Those ^dt+dem+++=Those
Indicators ^nns++++=Indicators
Also ^rb++++=also
Have ^vb+hv+vrb++=have
A ^at++++=a
High ^jj+atrb+++=high
Degree ^nn++++=degree
Of ^in++++=of
Redundancy ^nn++++=redundancy.
 ^zz++++=EXTRAWORD
