The ^ati++++=The
pharmacological ^jj+atrb+++=pharmacological
properties ^nns++++=properties
of ^in++++=of
kava ^nn+++??+=kava
include ^vb++++=include
voltage ^nn++++=voltage-dependent
- ^zz++++=EXTRAWORD
dependent ^jj+atrb+++=EXTRAWORD
sodium ^nn++++=sodium-channel
- ^zz++++=EXTRAWORD
channel ^npl++++=EXTRAWORD
blockage ^nn++++=blockage,
, ^zz++++=EXTRAWORD
increased ^j+++xvbn+=increased
Gaba ^np+++??+=GABA
binding ^nn++++=binding,
, ^zz++++=EXTRAWORD
decreased ^jj+atrb++xvbn+=decreased
release ^nn++++=release
of ^in++++=of
excitatory ^nn+++??+=excitatory
neurotransmitters ^nns+++??+=neurotransmitters
due ^jj+cmpx+++=due
to ^to+jcmp+++=to
the ^ati++++=the
blockage ^nn++++=blockage
of ^in++++=of
calcium ^nn++++=calcium
ion ^nn++++=ion
channels ^nns++++=channels,
, ^zz++++=EXTRAWORD
neuronal ^nn+++??+=neuronal
depression ^nn++++=depression
and ^cc++++=and
noradrenaline ^jj+atrb++??+=noradrenaline
uptake ^nn++++=uptake
( ^zz++++=(norepinephrine).
norepinephrine ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
also ^rb++++=also
properties ^nns++++=properties
of ^in++++=of
kava ^nn+++??+=kava
the ^ati++++=the
reversible ^jj+atrb+++=reversible
inhibition ^nn++++=inhibition
of ^in++++=of
monoamine ^nn+++??+=monoamine
oxidase ^nn+++??+=oxidase
and ^cc++++=and
the ^ati++++=the
suppression ^nn++++=suppression
of ^in++++=of
the ^ati++++=the
eicosanoid ^nn+++??+=eicosanoid
thromboxane ^nn+++??+=thromboxane
synthesis ^nn++++=synthesis
activity ^nn++++=activity
that ^tht+rel+obj++=that
antagonizes ^nns+++??+=antagonizes
Gaba ^np+++??+=GABA
receptor ^nn+++??+=receptor
function ^nn++++=function
( ^zz++++=(Jamieson
jamieson ^nn+++??+=EXTRAWORD
& ^zz++++=&
Duffield ^np+++??+=Duffield,
, ^zz++++=EXTRAWORD
1990 ^cd+date+++=1990;
; ^zz++++=EXTRAWORD
Singh ^np++++=Singh
& ^zz++++=&
Singh ^np++++=Singh,
, ^zz++++=EXTRAWORD
2002 ^cd++++=2002;
; ^zz++++=EXTRAWORD
tzeng ^np++++=Tzeng
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2015 ^cd++++=2015).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
