The ^ati++++=The
pedagogical ^jj+atrb+++=pedagogical
application ^nn++++=application
of ^in++++=of
using ^xvbg+++xvbg+=using
this ^dt+dem+++=this
picturebook ^nn+++??+=picturebook
with ^in++++=with
children ^nns++++=children
is ^vbz+bez+vrb++=is
clear ^jj+pred+++=clear:
: ^zz++++=EXTRAWORD
this ^dt+dem+++=this
picturebook ^nn+++??+=picturebook
contributes ^vbz++++=contributes
to ^to++++=to
teaching ^vbi+vsua+++=teaching
that ^tht+vcmp+++=that
both ^abx++++=both
men ^nns++++=men
share ^vb++++=share
the ^ati++++=the
responsibility ^nn++++=responsibility
of ^in++++=of
taking ^xvbg+++xvbg+=taking
care ^nn++++=care
of ^in++++=of
the ^ati++++=the
child ^nn++++=child
and ^cc++++=and
they ^pp3a+pp3+++=they
both ^abx++++=both
do ^vb+do+vrb++=do
things ^nns++++=things
with ^in++++=with
the ^ati++++=the
child ^nn++++=child
inside ^jjb+atrb+++=inside
and ^cc+phrs+++=and
outside ^jjb+atrb+++=outside
home ^nr++++=home.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
picturebook ^nn+++??+=picturebook
foregrounds ^nns+++??+=foregrounds
the ^ati++++=the
actions ^nns++++=actions
narrated ^nn+++??+=narrated
because ^cs+cos+++=because
the ^ati++++=the
two ^cd++++=two
fathers ^nns++++=fathers
are ^vb+ber+aux++=are
represented ^vpsv++agls+xvbn+=represented
doing ^vbg+++xvbg+=doing
things ^nns++++=things
with ^in++++=with
emily ^np++++=Emily.
. ^zz++++=EXTRAWORD
