The ^ati++++=The
neutralist ^jj++++=neutralist-liberal
- ^zz++++=EXTRAWORD
liberal ^jj+atrb+++=EXTRAWORD
conception ^nn++++=conception
of ^in++++=of
Religious ^jj+atrb+++=Religious
Education ^nn++++=Education
( ^zz++++=(RE)
re ^in++++=EXTRAWORD
) ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
characterised ^nn+++??+=characterised
by ^in++++=by
a ^at++++=a
particular ^jj+atrb+++=particular
emphasis ^nn++++=emphasis
on ^in++++=on
the ^ati++++=the
idea ^nn++++=idea
of ^in++++=of
impartiality ^nn++++=impartiality,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+aux++=is
supposed ^vb++pmd"+xvbnx+=supposed
to ^to+vcmp+pmd++=to
be ^vbi+vbi+aux++=be
achieved ^vbd+++xvbn+=achieved
when ^wrb+who+++=when
the ^ati++++=the
educative ^jj+atrb+++=educative
process ^nn++++=process
is ^vbz+bez+aux++=is
carried ^vpsv++agls+xvbnx+=carried
out ^rp+pl+++=out
in ^in++++=in
a ^at++++=a
objective ^nn++++=objective,
, ^zz++++=EXTRAWORD
critical ^jj+atrb+++=critical
and ^cc+phrs+++=and
pluralistic ^jj+atrb++??+=pluralistic
manner ^nn++++=manner,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
in ^in++++=in
accordance ^nn++++=accordance
with ^in++++=with
the ^ati++++=the
normative ^nn+++??+=normative
principles ^nns++++=principles
supported ^vwbn+++xvbn+=supported
by ^in++++=by
the ^ati++++=the
European ^jj+atrb+++=European
Court ^nn++++=Court
of ^in++++=of
Human ^jj+atrb+++=Human
Rights ^nns++++=Rights
( ^zz++++=(Folger
folger ^np++++=EXTRAWORD
v ^zz++++=v.
. ^zz++++=EXTRAWORD
Norway ^np++++=Norway,
, ^zz++++=EXTRAWORD
2007 ^cd++++=2007;
; ^zz++++=EXTRAWORD
Hasan ^np+++??+=Hasan
and ^cc++++=and
Eylem ^np+++??+=Eylem
Zengin ^np+++??+=Zengin
v ^zz++++=v.
. ^zz++++=EXTRAWORD
Turkey ^np++++=Turkey,
, ^zz++++=EXTRAWORD
2008 ^cd++++=2008;
; ^zz++++=EXTRAWORD
Lautsi ^np+++??+=Lautsi
v ^zz++++=v.
. ^zz++++=EXTRAWORD
Italy ^np++++=Italy,
, ^zz++++=EXTRAWORD
2011 ^cd++++=2011).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
As ^ql++++=As
I ^pp1a+pp1+++=I
will ^md+prd+++=will
show ^vb+vprv+++=show,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
perspective ^nn++++=perspective
points ^nns++++=points
to ^in++++=to
the ^ati++++=the
assumption ^nn++++=assumption
that ^tht+ncmp+++=that
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^at++++=a
neutral ^nn++++=neutral,
, ^zz++++=EXTRAWORD
independent ^jj+atrb+++=independent
standpoint ^nn++++=standpoint
of ^in++++=of
reason ^nn++++=reason,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
the ^ati++++=the
source ^nn++++=source
of ^in++++=of
normative ^nn+++??+=normative
values ^nns++++=values
and ^cc++++=and
scientific ^jj+atrb+++=scientific
standards ^nns++++=standards
for ^in++++=for
any ^dti++++=any
educative ^jj+atrb+++=educative
enterprise ^nn++++=enterprise.
. ^zz++++=EXTRAWORD
Underlining ^np+++??+=Underlining
this ^dt+dem+++=this
perspective ^nn++++=perspective
is ^vbz+bez+vrb++=is
a ^at++++=a
secular ^jj+atrb+++=secular
view ^nn++++=view
of ^in++++=of
public ^jj+atrb+++=public
morality ^nn++++=morality,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
well ^rb++++=well
as ^cs+sub+++=as
a ^at++++=a
formal ^jj+atrb+++=formal
account ^nn++++=account
of ^in++++=of
the ^ati++++=the
educative ^jj+atrb+++=educative
process ^nn++++=process,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
separates ^vbz++++=separates
cognitive ^jj+atrb+++=cognitive
knowledge ^nn++++=knowledge
from ^in++++=from
its ^pp$+it+++=its
practical ^jj+atrb+++=practical
dimension ^nn++++=dimension.
. ^zz++++=EXTRAWORD
