The ^ati++++=The
framework ^nn++++=framework,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
originally ^rb+tm+splt++=originally
developed ^vpsv++agls+xvbnx+=developed,
, ^zz++++=EXTRAWORD
sought ^j+++xvbn+=sought
to ^to++++=to
resolve ^vbi++++=resolve
an ^at++++=an
apparent ^jj+atrb+++=apparent
contradiction ^nn++++=contradiction
that ^tht+rel+subj++=that
seemed ^vprf+++xvbn+=seemed
particularly ^rb++++=particularly
puzzling ^jj+++xvbg+=puzzling:
: ^zz++++=EXTRAWORD
why ^wrb+who+whq++=why
might ^md+pos+++=might
rational ^jj++++=rational,
, ^zz++++=EXTRAWORD
utility ^nn++++=utility
maximizing ^nn+++??+=maximizing
politicians ^nns++++=politicians
whose ^whp+rel+obj++=whose
ultimate ^jj+atrb+++=ultimate
goal ^nn++++=goal
is ^vbz+bez+vrb++=is
usually ^rb+down+++=usually
to ^to++++=to
ensure ^vbi+vprv+++=ensure
their ^pp$+pp3+++=their
own ^ap++++=own
reelection ^nn+++??+=reelection,
, ^zz++++=EXTRAWORD
deliberately ^rb++++=deliberately
and ^cc+phrs+++=and
consciously ^rb++++=consciously
engage ^vb++++=engage
in ^in++++=in
something ^pn++++=something
as ^in++++=as
potentially ^rb++++=potentially
unpopular ^jj++++=unpopular
as ^in++++=as
policy ^nn++++=policy
dismantling ^nn++++=dismantling?
? ^zz++++=EXTRAWORD
( ^zz++++=(Bauer
bauer ^np++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2012 ^cd++++=2012,
, ^zz++++=EXTRAWORD
p ^zz++++=p.
. ^zz++++=EXTRAWORD
31 ^cd++++=31).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
apparent ^jj+atrb+++=apparent
contradiction ^nn++++=contradiction,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
reasonable ^jj++++=reasonable
in ^in++++=in
discussions ^nns++++=discussions
of ^in++++=of
dismantling ^nn++++=dismantling
in ^in++++=in
contexts ^nns++++=contexts
of ^in++++=of
fiscal ^jj+atrb+++=fiscal
constraints ^nns+++??+=constraints,
, ^zz++++=EXTRAWORD
might ^md+pos+++=might
actually ^rb+amp+++=actually
not ^xnot++not++=not
be ^vb+be+aux++=be
present ^vb++++=present
in ^in++++=in
processes ^nns++++=processes
of ^in++++=of
policy ^nn++++=policy
dismantling ^nn++++=dismantling
occurring ^vwbg+++xvbg+=occurring
in ^in++++=in
recent ^jj+atrb+++=recent
examples ^nns++++=examples
of ^in++++=of
illiberal ^jj+atrb+++=illiberal
populism ^nn+++??+=populism.
. ^zz++++=EXTRAWORD
Working ^jj+++xvbg+=Working
around ^rp++++=around
a ^at++++=a
narrative ^nn++++=narrative
of ^in++++=of
the ^ati++++=the
deep ^jj+atrb+++=deep
state ^nn++++=state
( ^zz++++=(Abramson,
abramson ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
2017 ^cd++++=2017)
) ^zz++++=EXTRAWORD
or ^cc++++=or
by ^in++++=by
accusing ^jj+atrb+++=accusing
civil ^jj+atrb+++=civil
servants ^nns++++=servants
of ^in++++=of
being ^xvbg+++xvbg+=being
partisan ^nn++++=partisan,
, ^zz++++=EXTRAWORD
illiberal ^jj+atrb+++=illiberal
populists ^nns+++??+=populists
openly ^rb++++=openly
dismantle ^nn+++??+=dismantle
previously ^rb+tm+++=previously
existing ^jj+atrb++xvbg+=existing
policies ^nns++++=policies
as ^in++++=as
a ^at++++=a
deliberate ^jj+atrb+++=deliberate
strategy ^nn++++=strategy
to ^to++++=to
please ^uh++++=please
their ^pp$+pp3+++=their
electoral ^jj+atrb+++=electoral
bases ^nns++++=bases.
. ^zz++++=EXTRAWORD
