The ^ati++++=The
medicinal ^jj+atrb+++=medicinal
properties ^nns++++=properties
of ^in++++=of
Valeriana ^np+++??+=Valeriana
officinalis ^nns+++??+=officinalis
are ^vb+ber+aux++=are
attributed ^vpsv++agls+xvbnx+=attributed
to ^in++++=to
its ^pp$+it+++=its
volatile ^jj+atrb+++=volatile
oils ^nns++++=oils,
, ^zz++++=EXTRAWORD
valepotriates ^nns+++??+=valepotriates,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
their ^pp$+pp3+++=their
precursors ^nns++++=precursors
( ^zz++++=(Houghton,
houghton ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
1999 ^cd+date+++=1999;
; ^zz++++=EXTRAWORD
Ricigliano ^np+++??+=Ricigliano
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2016 ^cd++++=2016).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Valerenic ^np+++??+=Valerenic
acid ^nn++++=acid
and ^cc++++=and
valerenol ^vb+++??+=valerenol
improved ^vbd+++xvbn+=improved
the ^ati++++=the
response ^nn++++=response
of ^in++++=of
various ^jj+atrb+++=various
types ^nns++++=types
of ^in++++=of
recombinant ^nn+++??+=recombinant
Gaba ^np+++??+=GABA
receptors ^nns+++??+=receptors
( ^zz++++=(Becker
becker ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2014 ^cd++++=2014).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
oils ^nns++++=oils
inhibit ^vb++++=inhibit
the ^ati++++=the
enzyme ^nn+++??+=enzyme
responsible ^jj++++=responsible
for ^in++++=for
the ^ati++++=the
metabolism ^nn++++=metabolism
of ^in++++=of
Gaba ^np+++??+=GABA
in ^in++++=in
the ^ati++++=the
brain ^nn++++=brain,
, ^zz++++=EXTRAWORD
consequently ^rb+cnj+++=consequently
increasing ^jj+++xvbg+=increasing
Gaba ^np+++??+=GABA
levels ^nns++++=levels,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+aux++=is
associated ^vpsv++agls+xvbnx+=associated
with ^in++++=with
sedation ^nn+++??+=sedation
and ^cc++++=and
decreased ^vbd+++xvbn+=decreased
Cns ^np+++??+=CNS
activity ^nn++++=activity,
, ^zz++++=EXTRAWORD
confirming ^vbg+vpub++xvbg+=confirming
its ^pp$+it+++=its
central ^jj++++=central
and ^cc++++=and
non ^&fw++++=non-peripheral
- ^zz++++=EXTRAWORD
peripheral ^jj+atrb+++=EXTRAWORD
action ^nn++++=action
( ^zz++++=(Thomas
thomas ^np++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2016 ^cd++++=2016).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
