The ^ati++++=The
physical ^jj+atrb+++=physical
outcomes ^nns+++??+=outcomes
most ^ql+emph+++=most
found ^vbd+vprv++xvbn+=found
in ^in++++=in
the ^ati++++=the
study ^nn++++=study
protocols ^nns++++=protocols
comprised ^vbd+++xvbn+=comprised
the ^ati++++=the
physical ^jj+atrb+++=physical
conditions ^nns++++=conditions
and ^cc++++=and
limitations ^nns++++=limitations
of ^in++++=of
women ^nns++++=women
with ^in++++=with
breast ^nn++++=breast
cancer ^nn++++=cancer,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^cs+sub+++=as
decreased ^jj+atrb++xvbn+=decreased
function ^nn++++=function
of ^in++++=of
the ^ati++++=the
upper ^jjb+atrb+++=upper
limb71 ^nn+++??+=limb71,
, ^zz++++=EXTRAWORD
decreased ^jj+atrb++xvbn+=decreased
range ^nn++++=range
of ^in++++=of
motion ^nn++++=motion
and ^cc++++=and
muscle ^nn++++=muscle
strength19 ^nn+++??+=strength19,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cardiovascular ^nn+++??+=cardiovascular
consequences72 ^nn+++??+=consequences72.
. ^zz++++=EXTRAWORD
In ^in++++=In
almost ^rb+hdg+++=almost
all ^abn++++=all
studies ^nns++++=studies,
, ^zz++++=EXTRAWORD
the ^ati++++=the
limiting ^jj+atrb++xvbg+=limiting
factors ^nns++++=factors
related ^vbd+++xvbn+=related
to ^in++++=to
the ^ati++++=the
disease ^nn++++=disease
were ^vbd+bed+aux++=were
investigated ^vpsv++agls+xvbnx+=investigated,
, ^zz++++=EXTRAWORD
given ^vpbn+v++xvbn+=given
that ^dt+dem+++=that
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^at++++=a
concern ^nn++++=concern
with ^in++++=with
the ^ati++++=the
return ^nn++++=return
of ^in++++=of
these ^dt+dem+++=these
women ^nns++++=women
to ^in++++=to
daily ^jj+atrb+++=daily
activities ^nns++++=activities.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Disabilities ^np+++??+=Disabilities
of ^in++++=of
the ^ati++++=the
Arm ^nn++++=Arm,
, ^zz++++=EXTRAWORD
Shoulder ^nn++++=Shoulder
and ^cc++++=and
Hand ^nn++++=Hand
( ^zz++++=(DASH)
dash ^nn++++=EXTRAWORD
) ^zz++++=EXTRAWORD
test ^nn++++=test,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Sittingrising ^np+++??+=Sittingrising
test ^nn++++=test
in ^in++++=in
30 ^cd++++=30
seconds ^nns++++=seconds
( ^zz++++=(30s
30s ^cd++++=EXTRAWORD
Srt ^np+++??+=SRT)
) ^zz++++=EXTRAWORD
and ^cc++++=and
the ^ati++++=the
6 ^zz++++=6-minute
- ^zz++++=EXTRAWORD
minute ^nn++++=EXTRAWORD
walk ^nn++++=walk
test ^nn++++=test
( ^zz++++=(6MWT)
6mwt ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
the ^ati++++=the
instruments ^nns++++=instruments
most ^ql+emph+++=most
often ^rb++++=often
used ^vpsv++by+xvbn+=used
by ^in++++=by
the ^ati++++=the
studies ^nns++++=studies
assessed ^vwbn+++xvbn+=assessed.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
instruments ^nns++++=instruments
have ^vb+hv+vrb++=have
a ^at++++=a
low ^jj+atrb+++=low
cost ^nn++++=cost
and ^cc++++=and
are ^vb+ber+vrb++=are
fast ^rb++++=fast
to ^in++++=to
be ^vbi++vrb++=be
applied ^jj+pred+++=applied.
. ^zz++++=EXTRAWORD
