The ^ati++++=The
interviewers ^nns++++=interviewers
kept ^vbd+++xvbn+=kept
a ^at++++=a
minimum ^jj+atrb+++=minimum
distance ^nn++++=distance
of ^in++++=of
1.5 ^cd++++=1.5
m ^zz++++=m
from ^in++++=from
the ^ati++++=the
interviewees ^nns++++=interviewees,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
physical ^jj+atrb+++=physical
contact ^nn++++=contact
was ^vbd+bedz+aux++=was
restricted ^vpsv++agls+xvbnx+=restricted
to ^in++++=to
only ^rb+down+++=only
the ^ati++++=the
moment ^nn++++=moment
of ^in++++=of
biological ^jj+atrb+++=biological
material ^nn++++=material
collection ^nn++++=collection.
. ^zz++++=EXTRAWORD
