The ^ati++++=The
integration ^nn++++=integration
of ^in++++=of
digital ^jj+atrb+++=digital
content ^nn++++=content
and ^cc++++=and
multimedia ^jj+atrb++??+=multimedia
educational ^jj+atrb+++=educational
resources ^nns++++=resources
in ^in++++=in
educational ^jj+atrb+++=educational
processes ^nns++++=processes
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
shown ^vpsv++agls+xvbnx+=shown
to ^to+vcmp+++=to
improve ^vbi++++=improve
the ^ati++++=the
engagement ^nn++++=engagement,
, ^zz++++=EXTRAWORD
understanding ^nvbg+++xvbg+=understanding
and ^cc++++=and
learning ^nvbg+++xvbg+=learning
of ^in++++=of
students ^nns++++=students,
, ^zz++++=EXTRAWORD
since ^rb++++=since
by ^in++++=by
transmitting ^xvbg+++xvbg+=transmitting
a ^at++++=a
message ^nn++++=message
with ^in++++=with
the ^ati++++=the
support ^nn++++=support
of ^in++++=of
Ict ^np+++??+=ICT,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
can ^md+pos+++=can
become ^vb++++=become
a ^at++++=a
powerful ^jj+atrb+++=powerful
communication ^nn++++=communication
tool ^nn++++=tool
( ^zz++++=(Palomo
palomo ^nn++++=EXTRAWORD
& ^zz++++=&
s ^zz++++=S
nchez ^nn++++=nchez
2013 ^cd++++=2013).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
