The ^ati++++=The
consequences ^nns++++=consequences
of ^in++++=of
the ^ati++++=the
treatments ^nns++++=treatments
considering ^vwbg+++xvbg+=considering
the ^ati++++=the
conditions ^nns++++=conditions
or ^cc++++=or
psychological ^jj+atrb+++=psychological
health ^nn++++=health
of ^in++++=of
the ^ati++++=the
women ^nns++++=women
undergoing ^vwbg+++xvbg+=undergoing
treatment ^nn++++=treatment
and ^cc++++=and
during ^in++++=during
post ^nn++++=post-treatment
- ^zz++++=EXTRAWORD
treatment ^nn++++=EXTRAWORD
of ^in++++=of
breast ^nn++++=breast
cancer ^nn++++=cancer
can ^md+pos+++=can
lead ^vb++++=lead
to ^in++++=to
problems ^nns++++=problems
of ^in++++=of
anxiety ^nn++++=anxiety,
, ^zz++++=EXTRAWORD
depressive ^nn+++??+=depressive
symptoms ^nns++++=symptoms,
, ^zz++++=EXTRAWORD
fatigue ^nn++++=fatigue,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sexual ^jj+atrb+++=sexual
dysfunction ^nn+++??+=dysfunction.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^at++++=a
great ^jj+atrb+++=great
concern ^nn++++=concern
with ^in++++=with
quality ^nn++++=quality.
. ^zz++++=EXTRAWORD
In ^in++++=In
view ^nn++++=view
of ^in++++=of
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
several ^ap++++=several
studies ^nns++++=studies
show ^nn++++=show
quality ^nn++++=quality
of ^in++++=of
life ^nn++++=life
as ^in++++=as
their ^pp$+pp3+++=their
main ^jjb+atrb+++=main
outcome ^nn++++=outcome,
, ^zz++++=EXTRAWORD
followed ^vpbn+vprv++xvbn+=followed
by ^in++++=by
depression ^nn++++=depression
and ^cc++++=and
anxiety ^nn++++=anxiety,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
are ^vb+ber+vrb++=are
possibly ^rb++++=possibly
more ^rbr++++=more
often ^rb++++=often
addressed ^vbd+++xvbn+=addressed
due ^jj+cmpx+++=due
to ^to+jcmp+++=to
the ^ati++++=the
worrying ^jj+atrb+++=worrying
factors ^nns++++=factors
related ^vpsv++agls+xvbn+=related
to ^to++++=to
the ^ati++++=the
disease73 ^nn++++=disease73.
. ^zz++++=EXTRAWORD
