The ^ati++++=The
number ^nn++++=number
and ^cc++++=and
the ^ati++++=the
types ^nns++++=types
of ^in++++=of
emojis ^nn++++=emojis
used ^vwbn+++xvbn+=used
in ^in++++=in
online ^nn+++??+=online
interactions ^nns++++=interactions
in ^in++++=in
educational ^jj+atrb+++=educational
experiences ^nns++++=experiences
like ^in++++=like
this ^dt+dem+++=this
one ^pn++++=one
via ^in++++=via
Whatsapp ^np+++??+=WhatsApp
may ^md+pos+++=may
be ^vb+be+vrb++=be
gender ^nn++++=gender-related
- ^zz++++=EXTRAWORD
related ^vbd+++xvbn+=EXTRAWORD
and ^cc+phrs+++=and
culturally ^vb+++??+=culturally
situated ^vbd+++xvbn+=situated.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
findings ^nns++++=findings
can ^md+pos+++=can
be ^vb+be+aux++=be
taken ^vpsv++agls+xvbnx+=taken
into ^in++++=into
consideration ^nn++++=consideration
when ^wrb+who+++=when
promoting ^jj+atrb++xvbg+=promoting
educational ^jj+atrb+++=educational
initiatives ^nns+++??+=initiatives
via ^in++++=via
Whatsapp ^np+++??+=WhatsApp
or ^cc++++=or
any ^dti++++=any
other ^ap++++=other
social ^jj+atrb+++=social
space ^nn++++=space
related ^vbd+++xvbn+=related
to ^in++++=to
social ^jj+atrb+++=social
media ^nns++++=media
in ^in++++=in
multicultural ^nn+++??+=multicultural
environments ^nns++++=environments.
. ^zz++++=EXTRAWORD
Current ^jj+atrb+++=Current
trends ^nns++++=trends
continue ^vb++++=continue
to ^to++++=to
move ^vbi++++=move
towards ^in++++=towards
the ^ati++++=the
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
create ^vb++++=create
more ^ql++++=more
opportunities ^nns++++=opportunities
for ^in++++=for
social ^jj+atrb+++=social
presence ^nn++++=presence
in ^in++++=in
our ^pp$+pp1+++=our
learning ^nvbg+++xvbg+=learning
communities ^nns++++=communities
and ^cc++++=and
classrooms ^nns++++=classrooms.
. ^zz++++=EXTRAWORD
Harn ^np+++??+=Harn
( ^zz++++=(2017)
2017 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
reported ^vbn+vpub++xvbn+=reported
on ^in++++=on
the ^ati++++=the
visual ^jj+atrb+++=visual
language ^nn++++=language
of ^in++++=of
emojis ^nns+++??+=emojis
and ^cc++++=and
recommended ^vbn+vsua++xvbn+=recommended
that ^tht+vcmp+++=that
higher ^jjr+atrb+++=higher
education ^nn++++=education
should ^md+nec+++=should
consider ^vb+vprv+++=consider
using ^vbg+++xvbg+=using
emojis ^nns+++??+=emojis
in ^in++++=in
informal ^jj+atrb+++=informal
communication ^nn++++=communication
to ^to++++=to
reduce ^vbi++++=reduce
social ^jj+atrb+++=social
barriers ^nns++++=barriers,
, ^zz++++=EXTRAWORD
create ^vb++++=create
connections ^nns++++=connections,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
improve ^vb++++=improve
overall ^jjb+atrb+++=overall
connections ^nns++++=connections
with ^in++++=with
students ^nns++++=students
by ^in++++=by
establishing ^xvbg+++xvbg+=establishing
a ^at++++=a
more ^rbr++++=more
personal ^jj+atrb+++=personal
connection ^nn++++=connection
in ^in++++=in
the ^ati++++=the
communication ^nn++++=communication
through ^in++++=through
the ^ati++++=the
emojis ^nns+++??+=emojis.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
research ^nn++++=research
supports ^vbz++++=supports
that ^dt+dem+++=that
social ^jj+atrb+++=social
presence ^nn++++=presence
was ^vbd+bedz+aux++=was
enhanced ^vpsv++agls+xvbnx+=enhanced
during ^in++++=during
the ^ati++++=the
learning ^jj+atrb++xvbg+=learning
process ^nn++++=process.
. ^zz++++=EXTRAWORD
Using ^vbg+++xvbg+=Using
emojis ^nns+++??+=emojis
in ^in++++=in
the ^ati++++=the
communication ^nn++++=communication
lightened ^vbd+++xvbn+=lightened
the ^ati++++=the
tone ^nn++++=tone
of ^in++++=of
the ^ati++++=the
communication ^nn++++=communication
by ^in++++=by
creating ^xvbg+++xvbg+=creating
a ^at++++=a
friendly ^jj+atrb+++=friendly
open ^nn++++=open
trusting ^vbg+++xvbg+=trusting
rapport ^nn++++=rapport,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
increased ^jj+atrb+++=increased
social ^jj+atrb+++=social
presence ^nn++++=presence.
. ^zz++++=EXTRAWORD
