The ^ati++++=The
growing ^jj+atrb++xvbg+=growing
establishment ^nn++++=establishment
of ^in++++=of
protected ^xvbn+++xvbn+=protected
areas ^nns++++=areas
around ^in++++=around
the ^ati++++=the
world ^nn++++=world
is ^vbz+bez+aux++=is
often ^rb++splt++=often
driven ^vpsv++by+xvbnx+=driven
by ^in++++=by
the ^ati++++=the
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
protect ^vb++++=protect
habitats ^nns+++??+=habitats
and ^cc++++=and/or
species ^nns++++=species
that ^tht+rel+subj++=that
are ^vb+ber+aux++=are
threatened ^vpsv++agls+xvbnx+=threatened
or ^cc++++=or
in ^in++++=in
critical ^jj+atrb+++=critical
condition ^nn++++=condition
( ^zz++++=(BORRINI-FEYERABEND
borrini ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
feyerabend ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2017 ^cd++++=2017),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
water ^nn++++=water
conservation ^nn+++??+=conservation
is ^vbz+bez+aux++=is
often ^rb++splt++=often
overlooked ^vpsv++agls+xvbnx+=overlooked.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
in ^in++++=in
any ^dti++++=any
situation ^nn++++=situation,
, ^zz++++=EXTRAWORD
estimating ^vbg+++xvbg+=estimating
the ^ati++++=the
carrying ^jj+atrb++xvbg+=carrying
capacity ^nn++++=capacity
of ^in++++=of
the ^ati++++=the
protected ^jj+atrb++xvbn+=protected
area ^nn++++=area
is ^vbz+bez+vrb++=is
essential ^nn++++=essential
for ^in++++=for
the ^ati++++=the
conservation ^nn+++??+=conservation
of ^in++++=of
the ^ati++++=the
ecosystem ^nn+++??+=ecosystem
in ^in++++=in
question ^nn++++=question
( ^zz++++=(JALLIAN
jallian ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2012 ^cd++++=2012)
) ^zz++++=EXTRAWORD
and ^cc++++=and,
, ^zz++++=EXTRAWORD
therefore ^rb+cnj+++=therefore,
, ^zz++++=EXTRAWORD
should ^md+nec+++=should
be ^vb+be+aux++=be
conducted ^vbd+++xvbn+=conducted
and ^cc+phrs+++=and
monitored ^vpsv++agls+xvbn+=monitored.
. ^zz++++=EXTRAWORD
