The ^ati++++=The
duration ^nn++++=duration
of ^in++++=of
each ^dt++++=each
intervention ^nn++++=intervention
session ^nn++++=session
ranged ^vbd+++xvbn+=ranged
from ^in++++=from
20 ^cd++++=20
to ^to++++=to
25 ^cd++++=25
minutes51 ^nn+++??+=minutes51,
, ^zz++++=EXTRAWORD
20 ^cd++++=20
to ^to++++=to
40 ^cd++++=40
minutes ^nns++++=minutes
per ^nnu++++=per
session45 ^nn+++??+=session45,
, ^zz++++=EXTRAWORD
30 ^cd++++=30
minutes ^nns++++=minutes
per ^nnu++++=per
session35,39,41,43,49 ^nn+++??+=session35,39,41,43,49,
, ^zz++++=EXTRAWORD
30 ^cd++++=30
to ^to++++=to
45 ^cd++++=45
minutes ^nns++++=minutes
per ^nnu++++=per
session47 ^nn+++??+=session47,
, ^zz++++=EXTRAWORD
45 ^cd++++=45
minutes ^nns++++=minutes
per ^nnu++++=per
session50 ^nn+++??+=session50,
, ^zz++++=EXTRAWORD
30 ^cd++++=30
to ^to++++=to
60 ^cd++++=60
minutes46 ^nn+++??+=minutes46,
, ^zz++++=EXTRAWORD
60 ^cd++++=60
minutes ^nns++++=minutes
per ^nnu++++=per
session36,38,40,48 ^nn+++??+=session36,38,40,48,
, ^zz++++=EXTRAWORD
60 ^cd++++=60
to ^to++++=to
120 ^cd++++=120
minutes ^nns++++=minutes
per ^nnu++++=per
session42 ^nn+++??+=session42.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
studies ^nns++++=studies
did ^vbd+dod+aux++=did
not ^xnot++not++=not
provide ^vb+vsua+++=provide
the ^ati++++=the
session ^nn++++=session
duration ^nn++++=duration
of ^in++++=of
the ^ati++++=the
interventions37,46 ^nn++++=interventions37,46.
. ^zz++++=EXTRAWORD
