The ^ati++++=The
findings ^nns++++=findings
regarding ^in++++=regarding
the ^ati++++=the
high ^jj+atrb+++=high
number ^nn++++=number
of ^in++++=of
emojis ^nn++++=emojis
coded ^vwbn+++xvbn+=coded
as ^in++++=as
social ^jj+atrb+++=social
presence ^nn++++=presence
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
reveal ^vbi+vprv+++=reveal
a ^at++++=a
trait ^nn++++=trait
of ^in++++=of
the ^ati++++=the
Brazilian ^jj+atrb+++=Brazilian
culture ^nn++++=culture.
. ^zz++++=EXTRAWORD
Brazilians ^np+++??+=Brazilians
are ^vb+ber+vrb++=are
locally ^rb+pl+++=locally
and ^cc+phrs+++=and
internationally ^rb++++=internationally
known ^vbd+vprv++xvbn+=known
for ^in++++=for
having ^xvbg+++xvbg+=having
a ^at++++=a
very ^ql+amp+++=very
joyful ^jj++++=joyful,
, ^zz++++=EXTRAWORD
affectionate ^jj++++=affectionate,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
friendly ^jj+atrb+++=friendly
nature ^nn++++=nature.
. ^zz++++=EXTRAWORD
Instances ^nns++++=Instances
of ^in++++=of
a ^at++++=a
great ^jj+atrb+++=great
number ^nn++++=number
of ^in++++=of
Red ^jj+atrb+++=Red
Heart ^nn++++=Heart
emoji ^nn+++??+=emoji
, ^zz++++=,
Face ^nn++++=Face
Throwing ^vwbg+++xvbg+=Throwing
a ^at++++=a
Kiss ^vb++++=Kiss
emoji ^nn+++??+=emoji
, ^zz++++=,
and ^cc+cls+++=and
Smiling ^jj+atrb++xvbg+=Smiling
Face ^nn++++=Face
With ^in++++=With
Smiling ^xvbg+++xvbg+=Smiling
Eyes ^nns++++=Eyes
And ^cc++++=And
Three ^cd++++=Three
Hearts ^nns++++=Hearts
emoji ^vb+++??+=emoji
shown ^vbd+vprv++xvbn+=shown
in ^in++++=in
Figure ^nn++++=Figure
4 ^zz++++=4,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
more ^rbr++++=more
frequent ^jj++++=frequent
in ^in++++=in
the ^ati++++=the
interactions ^nns++++=interactions
coded ^vwbn+++xvbn+=coded
as ^in++++=as
social ^jj+atrb+++=social
presence ^nn++++=presence,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
also ^rb++splt++=also
identified ^vpsv++agls+xvbnx+=identified
in ^in++++=in
the ^ati++++=the
interactions ^nns++++=interactions
coded ^vpsv++agls+xvbn+=coded
as ^ql++++=as
cognitive ^vb++++=cognitive
and ^cc+phrs+++=and
teaching ^vbg+vsua+++=teaching
presences ^nns++++=presences.
. ^zz++++=EXTRAWORD
