The ^ati++++=The
development ^nn+nom+++=development
of ^in++++=of
higher ^jjr+atrb+++=higher
education ^nn+nom+++=education
in ^in++++=in
Brazil ^np++++=Brazil
began ^vbd+++xvbn+=began
with ^in++++=with
the ^ati++++=the
arrival ^nn++++=arrival
of ^in++++=of
the ^ati++++=the
Portuguese ^jj+atrb+++=Portuguese
royal ^jj+atrb+++=royal
family ^nn++++=family
in ^in++++=in
1808 ^cd+date+++=1808
during ^in++++=during
the ^ati++++=the
Peninsular ^np+++??+=Peninsular
War ^nn++++=War,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
contributed ^vbd+++xvbn+=contributed
to ^in++++=to
the ^ati++++=the
emergence ^nn+nom+++=emergence
of ^in++++=of
a ^at++++=a
bourgeois ^jj+atrb+++=bourgeois
class ^nn++++=class.
. ^zz++++=EXTRAWORD
Throughout ^in++++=Throughout
the ^ati++++=the
nineteenth ^od++++=nineteenth
century ^nn++++=century,
, ^zz++++=EXTRAWORD
eleven ^cd++++=eleven
universities ^nns+nom+++=universities
were ^vbd+bed+aux++=were
established ^vpsv++agls+xvbnx+=established,
, ^zz++++=EXTRAWORD
beginning ^vbg+++xvbg+=beginning
with ^in++++=with
the ^ati++++=the
School ^nn++++=School
of ^in++++=of
Surgery ^nn+nom+++=Surgery
and ^cc++++=and
Anatomy ^nn++++=Anatomy
in ^in++++=in
Bahia ^np+++??+=Bahia
( ^zz++++=(DeHumerez
dehumerez ^nn+++??+=EXTRAWORD
and ^cc++++=and
Jankevicius ^np+++??+=Jankevicius
2015 ^cd++++=2015).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
During ^in++++=During
this ^dt+dem+++=this
period ^nn++++=period,
, ^zz++++=EXTRAWORD
higher ^jjr+atrb+++=higher
education ^nn+nom+++=education
was ^vbd+bedz+aux++=was
primarily ^rb+down+splt++=primarily
designed ^vpsv++agls+xvbnx+=designed
to ^to+vcmp+++=to
prepare ^vbi++++=prepare
individuals ^nns+nom+++=individuals
for ^in++++=for
professional ^jj+atrb+++=professional
practice ^nn++++=practice
and ^cc++++=and
was ^vbd+bedz+vrb++=was
largely ^rb++++=largely
accessible ^jj+pred+++=accessible
only ^rb+down+++=only
to ^to++++=to
the ^ati++++=the
white ^jj+atrb+++=white
bourgeois ^jj+atrb+++=bourgeois
elite ^nn++++=elite.
. ^zz++++=EXTRAWORD
