According ^in+cmpx+++=According
to ^in++++=to
Medeiros ^np+++??+=Medeiros
Junior ^jj++++=Junior
( ^zz++++=(2015),
2015 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Brazilian ^jj+atrb+++=Brazilian
Portuguese ^nn+nom+++=Portuguese
free ^jj+atrb+++=free
relatives ^nns++++=relatives
appear ^vb+seem+++=appear
to ^to+vcmp+++=to
require ^vbi+vsua+++=require
matching ^nvbg+++xvbg+=matching
even ^rb++++=even
in ^in++++=in
subject ^nn++++=subject
position ^nn+nom+++=position,
, ^zz++++=EXTRAWORD
despite ^in++++=despite
evidence ^nn+nom+++=evidence
from ^in++++=from
several ^ap++++=several
studies ^nns++++=studies
suggesting ^nn+vpub++xvbg+=suggesting
that ^tht+ncmp+++=that
this ^dt+dem+++=this
condition ^nn+nom+++=condition
does ^vbz+doz+aux++=does
not ^xnot++not++=not
necessarily ^rb++++=necessarily
apply ^vb++++=apply
to ^in++++=to
pro ^nn++++=pro-drop
- ^zz++++=EXTRAWORD
drop ^vb++++=EXTRAWORD
languages ^nns+nom+++=languages
( ^zz++++=(see
see ^vb+vprv+++=EXTRAWORD
Hirshb ^np+++??+=Hirshb
hler ^jjr+atrb+++=hler
& ^zz++++=&
Rivero ^np+++??+=Rivero,
, ^zz++++=EXTRAWORD
1983 ^cd+date+++=1983;
; ^zz++++=EXTRAWORD
Su ^np+++??+=Su
er ^&fw++++=er,
, ^zz++++=EXTRAWORD
1983 ^cd+date+++=1983,
, ^zz++++=EXTRAWORD
1984 ^cd+date+++=1984;
; ^zz++++=EXTRAWORD
Grosu ^np+++??+=Grosu,
, ^zz++++=EXTRAWORD
1994 ^cd+date+++=1994;
; ^zz++++=EXTRAWORD
Izvorski ^np+++??+=Izvorski,
, ^zz++++=EXTRAWORD
1996 ^cd+date+++=1996,
, ^zz++++=EXTRAWORD
1997 ^cd+date+++=1997).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
this ^dt+dem+++=This
requirement ^nn+nom+++=requirement
is ^vbz+bez+aux++=is
illustrated ^vpsv++agls+xvbn+=illustrated
in ^in++++=in
the ^ati++++=the
data ^nns++++=data
below ^in+strn+++=below:
: ^zz++++=EXTRAWORD
