The ^ati++++=The
absence ^nn+nom+++=absence
of ^in++++=of
a ^at++++=a
coordinated ^jj+atrb+++=coordinated
strategic ^jj+atrb+++=strategic
framework ^nn++++=framework
at ^in++++=at
the ^ati++++=the
national ^jj+atrb+++=national
level ^nn++++=level
presents ^vbz++++=presents
significant ^jj++++=significant
challenges ^vbz++++=challenges,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
process ^nns+nom+++=process
of ^in++++=of
easing ^xvbg+++xvbg+=easing
restrictions ^nns+nom+++=restrictions
is ^vbz+bez+vrb++=is
often ^rb++++=often
more ^rbr++++=more
complex ^jj++++=complex
than ^in++++=than
their ^pp$+pp3+++=their
initial ^jj+atrb+++=initial
implementation.(43 ^nn+++??+=implementation.(43)
) ^zz++++=EXTRAWORD
Public ^jj+atrb+++=Public
administrators ^nns++++=administrators
must ^md+nec+++=must
develop ^vb++++=develop
comprehensive ^jj+atrb+++=comprehensive
plans ^nns++++=plans
for ^in++++=for
the ^ati++++=the
reopening ^nn++++=reopening
of ^in++++=of
economic ^jj+atrb+++=economic
sectors ^nns++++=sectors,
, ^zz++++=EXTRAWORD
ensure ^vb+vprv+++=ensure
the ^ati++++=the
continued ^jj+atrb++xvbn+=continued
enforcement ^nn+nom+++=enforcement
of ^in++++=of
measures ^nns++++=measures
to ^to++++=to
mitigate ^nn+nom+++=mitigate
virus ^nn++++=virus
transmission ^nn++++=transmission,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
facilitate ^nn+nom+++=facilitate
consensus ^nn++++=consensus
and ^cc++++=and
compliance ^nn+nom+++=compliance
among ^in++++=among
the ^ati++++=the
general ^jj+atrb+++=general
population ^nn+nom+++=population,
, ^zz++++=EXTRAWORD
government ^nn+nom+++=government
officials ^nns+nom+++=officials,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
policymakers ^nns+nom+++=policymakers.
. ^zz++++=EXTRAWORD
