The ^ati++++=The
first ^od++++=first
aspect ^nn++++=aspect
concerns ^vbz++++=concerns
the ^ati++++=the
relationship ^nn+nom+++=relationship
between ^in++++=between
the ^ati++++=the
reports ^nns++++=reports
by ^in++++=by
Edgar ^np++++=Edgar
Faure ^np+++??+=Faure
( ^zz++++=(1973),
1973 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Jacques ^np++++=Jacques
Delors ^np+++??+=Delors
( ^zz++++=(1998),
1998 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Ldben ^np+++??+=LDBEN
9.394 ^cd++++=9.394/1996.
Although ^cs+con+++=Although
the ^ati++++=the
law ^nn++++=law
serves ^vbz++++=serves
a ^at++++=a
regulatory ^nn++++=regulatory
function ^nn+nom+++=function
while ^cs+sub+++=while
the ^ati++++=the
two ^cd++++=two
reports ^nns++++=reports
provide ^vb+vsua+++=provide
recommendations ^nns+nom+++=recommendations,
, ^zz++++=EXTRAWORD
analysis ^nn++++=analysis
indicates ^nns+nom+++=indicates
that ^tht+vcmp+++=that
all ^abn++++=all
three ^cd++++=three
documents ^nns+nom+++=documents
contribute ^vb++++=contribute
to ^in++++=to
a ^at++++=a
conceptualization ^nn+nom+++=conceptualization
of ^in++++=of
the ^ati++++=the
subject ^nn++++=subject
as ^cs+sub+++=as
engaged ^jj+++xvbn+=engaged
in ^in++++=in
continuous ^jj+atrb+++=continuous
learning ^nvbg+++xvbg+=learning,
, ^zz++++=EXTRAWORD
extending ^vbg+++xvbg+=extending
beyond ^in++++=beyond
the ^ati++++=the
confines ^nns++++=confines
of ^in++++=of
the ^ati++++=the
traditional ^jj+atrb+++=traditional
school ^nn++++=school
setting ^vwbg+++xvbg+=setting.
. ^zz++++=EXTRAWORD
Consequently ^rb+cnj+++=Consequently,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
documents ^nns+nom+++=documents
contain ^vb++++=contain
statements ^nns+nom+++=statements
that ^tht+ncmp+++=that
align ^nn+++??+=align
with ^in++++=with
Noguera ^np+++??+=Noguera-Ram
- ^zz++++=EXTRAWORD
ram ^vb++++=EXTRAWORD
rez ^nn+++??+=rez
s ^zz++++=s
( ^zz++++=(2009)
2009 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
definition ^nn+nom+++=definition
of ^in++++=of
the ^ati++++=the
learning ^jj+atrb++xvbg+=learning
society ^nn++++=society,
, ^zz++++=EXTRAWORD
characterizing ^nn++++=characterizing
individuals ^nns+nom+++=individuals
as ^ql++++=as
being ^xvbg+++xvbg+=being
shaped ^vpsv++by+xvbn+=shaped
by ^in++++=by
the ^ati++++=the
experience ^nn+nom+++=experience
of ^in++++=of
lifelong ^jj+atrb+++=lifelong
learning ^nn++++=learning
under ^in++++=under
governmental ^jj+atrb+++=governmental
influence ^nn+nom+++=influence.
. ^zz++++=EXTRAWORD
