A ^at++++=A
total ^nn++++=total
of ^in++++=of
100 ^cd++++=100
g ^zz++++=g
of ^in++++=of
L ^zz++++=L.
. ^zz++++=EXTRAWORD
ferrea ^nn+++??+=ferrea
leaves ^nns++++=leaves
were ^vbd+bed+aux++=were
used ^vpsv++++=used
to ^to++++=to
prepare ^vb++++=prepare
a ^at++++=a
decoction ^nn+nom+++=decoction
by ^in++++=by
placing ^xvbg+++xvbg+=placing
them ^pp3o+pp3+++=them
in ^in++++=in
a ^at++++=a
container ^nn+nom+++=container
with ^in++++=with
200 ^cd++++=200
ml ^nnu++++=mL
of ^in++++=of
distilled ^jj+atrb+++=distilled
water ^nn++++=water.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mixture ^nn++++=mixture
was ^vbd+bedz+aux++=was
then ^rn+tm+splt++=then
boiled ^vpsv++agls+xvbnx+=boiled
in ^in++++=in
a ^at++++=a
water ^nn++++=water
bath ^nn++++=bath
for ^in++++=for
15 ^cd++++=15
minutes ^nns++++=minutes,
, ^zz++++=EXTRAWORD
resulting ^vbg+++xvbg+=resulting
in ^in++++=in
200 ^cd++++=200
ml ^nnu++++=mL
of ^in++++=of
decoction ^nn+nom+++=decoction,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
considered ^vpsv++agls+xvbnx+=considered
to ^to+vcmp+++=to
have ^vbi++vrb++=have
a ^at++++=a
concentration ^nn+nom+++=concentration
of ^in++++=of
1:2 ^cd++++=1:2
( ^zz++++=(LEONEZ
leonez ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2018 ^cd++++=2018).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
preparation ^nn+nom+++=preparation
of ^in++++=of
the ^ati++++=the
hydroalcoholic ^jj+atrb+++=hydroalcoholic
extract ^nn++++=extract,
, ^zz++++=EXTRAWORD
the ^ati++++=the
leaves ^nns++++=leaves
were ^vbd+bed+vrb++=were
shredded ^jj+pred+++=shredded,
, ^zz++++=EXTRAWORD
weighed ^j+++xvbn+=weighed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
placed ^vpsv++agls+xvbn+=placed
in ^in++++=in
a ^at++++=a
properly ^rb++++=properly
labeled ^jj+atrb++xvbn+=labeled
amber ^jj+atrb+++=amber
glass ^nn++++=glass
container ^nn+nom+++=container.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
container ^nn+nom+++=container
was ^vbd+bedz+aux++=was
immersed ^vpsv++agls+xvbnx+=immersed
in ^in++++=in
a ^at++++=a
70 ^cd++++=70%
% ^zz++++=EXTRAWORD
ethanol ^nn+++??+=ethanol
hydroalcoholic ^jj+atrb+++=hydroalcoholic
solution ^nn+nom+++=solution
for ^in++++=for
seven ^cd++++=seven
days ^nns++++=days,
, ^zz++++=EXTRAWORD
with ^in++++=with
agitation ^nn+nom+++=agitation
every ^at++++=every
24 ^cd++++=24
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
After ^in++++=After
the ^ati++++=the
immersion ^nn++++=immersion
period ^nn++++=period,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mixture ^nn++++=mixture
was ^vbd+bedz+aux++=was
subjected ^vpsv++agls+xvbnx+=subjected
to ^in++++=to
vacuum ^nn++++=vacuum
filtration ^nn+nom+++=filtration,
, ^zz++++=EXTRAWORD
followed ^vpbn+vprv++xvbn+=followed
by ^in++++=by
evaporation ^nn+nom+++=evaporation
in ^in++++=in
a ^at++++=a
water ^nn++++=water
bath ^np++++=bath
at ^rb++++=at
a ^at++++=a
temperature ^nn++++=temperature
of ^in++++=of
50 ^cd++++=50
1 ^zz++++=1
c ^zz++++=C.
. ^zz++++=EXTRAWORD
