A ^at++++=A
total ^nn++++=total
of ^in++++=of
27 ^cd++++=27
species ^nn++++=species
were ^vbd+bed+aux++=were
recorded ^vpsv++agls+xvbnx+=recorded
across ^in+pl+++=across
the ^ati++++=the
two ^cd++++=two
sampling ^nn+nom+++=sampling
periods ^nns++++=periods
( ^zz++++=(Table
table ^nn++++=EXTRAWORD
2 ^zz++++=2),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
representing ^vbg+++xvbg+=representing
eight ^cd++++=eight
genera ^nns++++=genera:
: ^zz++++=EXTRAWORD
Pacispora ^np+++??+=Pacispora
( ^zz++++=(one
one ^cd1++++=EXTRAWORD
species ^nn++++=species),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Diversispora ^np+++??+=Diversispora
( ^zz++++=(one),
one ^cd1++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Funneliformis ^np+++??+=Funneliformis
( ^zz++++=(one),
one ^cd1++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Archaeospora ^np+++??+=Archaeospora
( ^zz++++=(two),
two ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Scutellospora ^np+++??+=Scutellospora
( ^zz++++=(three),
three ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Dentiscutata ^np+++??+=Dentiscutata
( ^zz++++=(four),
four ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Acaulospora ^np+++??+=Acaulospora
( ^zz++++=(five),
five ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Glomus ^np+++??+=Glomus
( ^zz++++=(ten).
ten ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
genera ^nns++++=genera
are ^vb+ber+aux++=are
distributed ^vpsv++agls+xvbnx+=distributed
among ^in++++=among
six ^cd++++=six
families ^nns++++=families:
: ^zz++++=EXTRAWORD
Acaulosporaceae ^np+++??+=Acaulosporaceae,
, ^zz++++=EXTRAWORD
Archaeosporaceae ^np+++??+=Archaeosporaceae,
, ^zz++++=EXTRAWORD
dentiscutataceae ^np++++=Dentiscutataceae,
, ^zz++++=EXTRAWORD
diversisporaceae ^np++++=Diversisporaceae,
, ^zz++++=EXTRAWORD
glomeraceae ^np++++=Glomeraceae,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
scutellosporaceae ^np++++=Scutellosporaceae.
. ^zz++++=EXTRAWORD
