A ^at++++=A
high ^jj+atrb+++=high
frequency ^nn++++=frequency
of ^in++++=of
polyparasitism ^nn+nom+++=polyparasitism
was ^vbd+bedz+aux++=was
observed ^vpsv++agls+xvbnx+=observed
prior ^in+cmpx+++=prior
to ^in++++=to
mass ^nn++++=mass
treatment ^nn+nom+++=treatment
( ^zz++++=(48.8%)
48.8 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
and ^cc++++=and
remained ^vbd+++xvbn+=remained
elevated ^vbd+++xvbn+=elevated
following ^jj+++xvbg+=following
the ^ati++++=the
intervention ^nn+nom+++=intervention
( ^zz++++=(53.1%).
53.1% ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
findings ^nns++++=findings
are ^vb+ber+vrb++=are
consistent ^jj+pred+++=consistent
with ^in++++=with
previous ^jj+atrb+++=previous
studies ^nns++++=studies
that ^tht+rel+subj++=that
have ^vb+hv+aux++=have
reported ^vprf+++xvbnx+=reported
persistent ^jj+atrb+++=persistent
multiple ^nn++++=multiple
infections ^nns+nom+++=infections
by ^in++++=by
enteroparasites ^nns++++=enteroparasites
among ^in++++=among
indigenous ^jj+atrb+++=indigenous
populations ^nns+nom+++=populations,
, ^zz++++=EXTRAWORD
even ^rb++++=even
after ^in++++=after
the ^ati++++=the
implementation ^nn+nom+++=implementation
of ^in++++=of
control ^nn++++=control
measures.4,5,8,20,25 ^nn++++=measures.4,5,8,20,25
