A ^at++++=A
bibliometric ^jj+atrb+++=bibliometric
study ^nn++++=study
of ^in++++=of
an ^at++++=an
exploratory ^jj+atrb+++=exploratory
nature ^nn++++=nature
was ^vbd+bedz+aux++=was
conducted ^vpsv++agls+xvbnx+=conducted
using ^vbg+++xvbg+=using
a ^at++++=a
descriptive ^jj+atrb+++=descriptive
approach ^nn++++=approach.
. ^zz++++=EXTRAWORD
Descriptive ^jj+atrb+++=Descriptive
statistical ^jj+atrb+++=statistical
analysis ^nn++++=analysis
was ^vbd+bedz+aux++=was
performed ^vpsv++agls+xvbnx+=performed
to ^to++++=to
characterize ^vbi++++=characterize
the ^ati++++=the
sample ^nn++++=sample,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
simple ^jj+atrb+++=simple
linear ^jj+atrb+++=linear
regression ^nn++++=regression
was ^vbd+bedz+vrb++=was
applied ^jj+pred+++=applied
to ^to++++=to
examine ^vbi++++=examine
the ^ati++++=the
relationship ^nn+nom+++=relationship
between ^in++++=between
the ^ati++++=the
variables ^nns++++=variables.
. ^zz++++=EXTRAWORD
