The ^ati++++=The
percentages ^nns+nom+++=percentages
presented ^vwbn+++xvbn+=presented
in ^in++++=in
Fig ^nn++++=Fig.
. ^zz++++=EXTRAWORD
1 ^zz++++=1
were ^vbd+bed+aux++=were
calculated ^vpsv++agls+xvbnx+=calculated
only ^rb+down+++=only
for ^in++++=for
countries ^nns++++=countries
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
published ^vprf+++xvbnx+=published
at ^rb++++=at
least ^rb"++++=least
50 ^cd++++=50
articles ^nns++++=articles
in ^in++++=in
the ^ati++++=the
respective ^jj+atrb+++=respective
language ^nn+nom+++=language.
. ^zz++++=EXTRAWORD
Based ^xvbn+++xvbn+=Based
on ^in++++=on
this ^dt+dem+++=this
criterion ^nn++++=criterion,
, ^zz++++=EXTRAWORD
Brazil ^np++++=Brazil
is ^vbz+bez+vrb++=is
the ^ati++++=the
only ^ap+down+++=only
country ^nn++++=country
represented ^vbd+++xvbn+=represented
for ^in++++=for
publications ^nns+nom+++=publications
in ^in++++=in
Portuguese ^nn+nom+++=Portuguese.
. ^zz++++=EXTRAWORD
As ^in++++=As
shown ^nn++++=shown
in ^in++++=in
Fig ^nn++++=Fig.
. ^zz++++=EXTRAWORD
1 ^zz++++=1-A,
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Brazil ^np++++=Brazil
attains ^vbz++++=attains
the ^ati++++=the
highest ^jjt+atrb+++=highest
impact ^nn++++=impact
in ^in++++=in
its ^pp$+it+++=its
own ^ap++++=own
language ^nn+nom+++=language
when ^wrb+who+++=when
publishing ^nvbg+++xvbg+=publishing
in ^in++++=in
Portuguese ^jj++++=Portuguese
( ^zz++++=(55.7%).
55.7% ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
articles ^nns++++=articles
are ^vb+ber+aux++=are
published ^vpsv++agls+xvbnx+=published
in ^in++++=in
English ^nn++++=English,
, ^zz++++=EXTRAWORD
the ^ati++++=the
impact ^nn++++=impact
in ^in++++=in
Portuguese ^nn+nom+++=Portuguese
is ^vbz+bez+vrb++=is
47.9 ^cd++++=47.9%,
% ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
published ^xvbn+++xvbn+=published
in ^in++++=in
spanish ^jj++++=Spanish,
, ^zz++++=EXTRAWORD
the ^ati++++=the
impact ^nn++++=impact
is ^vbz+bez+vrb++=is
34.4 ^cd++++=34.4%.
% ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
