The ^ati++++=The
main ^jjb++++=main
explanatory ^jj++++=explanatory
variable ^jj++++=variable
identified ^jj+++xvbn+=identified
in ^in++++=in
this ^dt+dem+++=this
study ^nn++++=study
was ^vbd+bedz+vrb++=was
meta ^nn+++??+=meta-worry,
- ^zz++++=EXTRAWORD
worry ^vb+vprv+++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
substantially ^rb++++=substantially
increased ^vbd+++xvbn+=increased
the ^ati++++=the
likelihood ^nn+nom+++=likelihood
of ^in++++=of
experiencing ^xvbg+++xvbg+=experiencing
symptoms ^nns++++=symptoms
in ^in++++=in
both ^abx++++=both
assessed ^jj+atrb++xvbn+=assessed
outcomes ^nns+++??+=outcomes,
, ^zz++++=EXTRAWORD
with ^in++++=with
individuals ^nns+nom+++=individuals
exhibiting ^vwbg+++xvbg+=exhibiting
nearly ^rb+down+++=nearly
13 ^cd++++=13
times ^nns++++=times
higher ^jjr+atrb+++=higher
odds ^nns++++=odds
of ^in++++=of
presenting ^xvbg+++xvbg+=presenting
symptoms ^nns++++=symptoms
of ^in++++=of
anxiety ^nn++++=anxiety
and ^cc++++=and
depression ^nn++++=depression
simultaneously ^rb+tm+++=simultaneously.
. ^zz++++=EXTRAWORD
Meta ^np+++??+=Meta-worry
- ^zz++++=EXTRAWORD
worry ^vb+vprv+++=EXTRAWORD
appears ^vbz+seem+++=appears
to ^to+vcmp+++=to
be ^vbi++vrb++=be
a ^at++++=a
significant ^jj+atrb+++=significant
factor ^nn++++=factor
in ^in++++=in
the ^ati++++=the
manifestation ^nn+nom+++=manifestation
of ^in++++=of
anxious ^jj+atrb+++=anxious
symptoms ^nns++++=symptoms,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
in ^in++++=in
the ^ati++++=the
context ^nn++++=context
of ^in++++=of
the ^ati++++=the
current ^jj++++=current
pandemic ^jj++++=pandemic,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+aux++=is
characterized ^vpsv++by+xvbnx+=characterized
by ^in++++=by
heightened ^vbd+++xvbn+=heightened
concerns ^nns++++=concerns
such ^abl++++=such
as ^ql++++=as
fear ^vb++++=fear
of ^in++++=of
contagion ^nn++++=contagion,
, ^zz++++=EXTRAWORD
mortality ^nn+nom+++=mortality,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
well ^rb++++=well-being
- ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=EXTRAWORD
of ^in++++=of
loved ^vprf+++xvbn+=loved
ones ^pn++++=ones,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
the ^ati++++=the
effects ^nns++++=effects
of ^in++++=of
social ^jj+atrb+++=social
isolation ^nn+nom+++=isolation
( ^zz++++=(Liu
liu ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Evidence ^nn+nom+++=Evidence
indicates ^nns+nom+++=indicates
that ^tht+vcmp+++=that
symptoms ^nns++++=symptoms
of ^in++++=of
anxiety ^nn++++=anxiety
and ^cc++++=and
depression ^nn++++=depression
are ^vb+ber+vrb++=are
prevalent ^jj+pred+++=prevalent
in ^in++++=in
situations ^nns+nom+++=situations
involving ^vwbg+++xvbg+=involving
excessive ^jj+atrb+++=excessive
meta ^nn+++??+=meta-worry
- ^zz++++=EXTRAWORD
worry ^vb+vprv+++=EXTRAWORD
( ^zz++++=(Topper
topper ^np++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2017 ^cd++++=2017),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
existing ^jj+atrb++xvbg+=existing
research ^nn++++=research
demonstrates ^nns+nom+++=demonstrates
increased ^jj+atrb++xvbn+=increased
vulnerability ^nn+nom+++=vulnerability
to ^in++++=to
these ^dt+dem+++=these
conditions ^nns+nom+++=conditions
among ^in++++=among
individuals ^nns+nom+++=individuals
who ^whp+rel+subj++=who
frequently ^rb++++=frequently
engage ^vb++++=engage
in ^in++++=in
pandemic ^jj++++=pandemic-related
- ^zz++++=EXTRAWORD
related ^vbd+++xvbn+=EXTRAWORD
cognitions ^nns+nom+++=cognitions
( ^zz++++=(Huang
huang ^nn+++??+=EXTRAWORD
& ^zz++++=&
Zhao ^np+++??+=Zhao,
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
