Data ^nns++++=Data
from ^in++++=from
Brazilian ^jj+atrb+++=Brazilian
Portuguese ^nn+nom+++=Portuguese
support ^nn++++=support
the ^ati++++=the
claim ^nn++++=claim
advanced ^vbd+vsua++xvbn+=advanced
in ^in++++=in
this ^dt+dem+++=this
paper ^nn++++=paper
that ^tht+rel+++=that
appositive ^jj+atrb+++=appositive
free ^jj+atrb+++=free
relatives ^nns++++=relatives
exist ^vb++++=exist,
, ^zz++++=EXTRAWORD
contrary ^in+cmpx+++=contrary
to ^in++++=to
Emonds ^np+++??+=Emonds
( ^zz++++=(1979),
1979 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
argues ^vbz+vpub+++=argues
that ^tht+vcmp+++=that
free ^jj+atrb+++=free
relatives ^nns++++=relatives
cannot ^md+pos+not++=cannot
exhibit ^vb++++=exhibit
appositive ^jj+atrb+++=appositive
semantics ^nn++++=semantics
or ^cc++++=or
syntax ^nn++++=syntax.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
present ^jj+atrb+++=present
evidence ^nn+nom+++=evidence
that ^tht+rel+obj++=that
the ^ati++++=the
wh ^nn+++??+=wh-sentence
- ^zz++++=EXTRAWORD
sentence ^nn+nom+++=EXTRAWORD
discussed ^vwbn+++xvbn+=discussed
in ^in++++=in
the ^ati++++=the
title ^nn++++=title
of ^in++++=of
this ^dt+dem+++=this
paper ^nn++++=paper
constitutes ^vbz++++=constitutes
a ^at++++=a
free ^jj+atrb+++=free
relative ^nn++++=relative
with ^in++++=with
appositive ^jj+atrb+++=appositive
content ^nn++++=content,
, ^zz++++=EXTRAWORD
based ^xvbn+++xvbn+=based
on ^in++++=on
considerations ^nns+nom+++=considerations
of ^in++++=of
distribution ^nn+nom+++=distribution,
, ^zz++++=EXTRAWORD
matching ^nvbg+++xvbg+=matching,
, ^zz++++=EXTRAWORD
the ^ati++++=the
properties ^nns++++=properties
of ^in++++=of
quem ^nn+++??+=quem,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
semantic ^jj+atrb+++=semantic
interpretation ^nn+nom+++=interpretation.
. ^zz++++=EXTRAWORD
The ^ati++++=The
quem ^nn+++??+=quem-type
- ^zz++++=EXTRAWORD
type ^nn++++=EXTRAWORD
sentence ^nn+nom+++=sentence
analyzed ^vbd+++xvbn+=analyzed
here ^rn+pl+++=here
differs ^nns+nom+++=differs
from ^in++++=from
standard ^nn++++=standard
( ^zz++++=(headed)
headed ^vbd+++xvbn+=EXTRAWORD
) ^zz++++=EXTRAWORD
appositive ^jj+atrb+++=appositive
relative ^jj+atrb+++=relative
clauses ^nns++++=clauses
in ^cs+sub+++=in
that ^cs"++++=that
it ^pp3+it+++=it
appears ^vbz+seem+++=appears
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
juxtaposed ^vpsv++agls+xvbnx+=juxtaposed
to ^in+strn+++=to,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
equivalent ^nn++++=equivalent
with ^in+strn+++=with,
, ^zz++++=EXTRAWORD
the ^ati++++=the
nominal ^jj++++=nominal
it ^pp3+it+++=it
modifies ^vbz++++=modifies,
, ^zz++++=EXTRAWORD
a ^at++++=a
property ^nn++++=property
that ^tht+rel+subj++=that
precludes ^vb++++=precludes
the ^ati++++=the
application ^nn+nom+++=application
of ^in++++=of
a ^at++++=a
relativization ^nn+nom+++=relativization
process ^nns+nom+++=process
as ^in++++=as
described ^nn++++=described
by ^in++++=by
Kayne ^np+++??+=Kayne
( ^zz++++=(1994)
1994 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
derivation ^nn+nom+++=derivation
of ^in++++=of
such ^abl++++=such
sentences ^nns+nom+++=sentences.
. ^zz++++=EXTRAWORD
