Data ^nns++++=Data
were ^vbd+bed+aux++=were
assessed ^vpsv++agls+xvbnx+=assessed
for ^in++++=for
normality ^nn+nom+++=normality
using ^vwbg+++xvbg+=using
the ^ati++++=the
Shapiro ^np+++??+=Shapiro-Wilk
- ^zz++++=EXTRAWORD
wilk ^nn+++??+=EXTRAWORD
test ^nn++++=test
and ^cc++++=and
for ^in++++=for
homogeneity ^nn+nom+++=homogeneity
of ^in++++=of
variances ^nns+nom+++=variances
using ^vwbg+++xvbg+=using
Levene ^np+++??+=Levene
s ^zz++++=s
test ^nn++++=test.
. ^zz++++=EXTRAWORD
Statistical ^jj+atrb+++=Statistical
analyses ^nns++++=analyses
were ^vbd+bed+aux++=were
conducted ^vpsv++agls+xvbnx+=conducted
with ^in++++=with
R ^zz++++=R
software ^nn+++??+=software
( ^zz++++=(version
version ^nn++++=EXTRAWORD
4.0.0 ^cd++++=4.0.0),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
significance ^nn+nom+++=significance
level ^nn++++=level
of ^in++++=of
5 ^zz++++=5%
% ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
applied ^jj+pred+++=applied.
. ^zz++++=EXTRAWORD
