A ^at++++=A
pilot ^nn++++=pilot
study ^nn++++=study
was ^vbd+bedz+aux++=was
conducted ^vpsv++agls+xvbnx+=conducted
to ^to++++=to
evaluate ^nn+nom+++=evaluate
the ^ati++++=the
script ^nn++++=script
and ^cc++++=and
the ^ati++++=the
search ^nn++++=search
strategy ^nn++++=strategy.
. ^zz++++=EXTRAWORD
Data ^nns++++=Data
collection ^nn+nom+++=collection
was ^vbd+bedz+aux++=was
performed ^vpsv++by+xvbnx+=performed
by ^in++++=by
three ^cd++++=three
teachers ^nns+nom+++=teachers
and ^cc++++=and
six ^cd++++=six
students ^nns++++=students
from ^in++++=from
the ^ati++++=the
Medicine ^nn++++=Medicine
and ^cc++++=and
Nursing ^nn++++=Nursing
programs ^nns+++??+=programs
at ^rb++++=at
the ^ati++++=the
Federal ^jj+atrb+++=Federal
University ^nn+nom+++=University
of ^in++++=of
Piau ^np+++??+=Piau
( ^zz++++=(UFPI),
ufpi ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
following ^jj+++xvbg+=following
their ^pp$+pp3+++=their
participation ^nn+nom+++=participation
in ^in++++=in
weekly ^jj+atrb+++=weekly
research ^nn++++=research
meetings ^nns++++=meetings
that ^tht+rel+subj++=that
provided ^vprf+++xvbn+=provided
theoretical ^jj++++=theoretical,
, ^zz++++=EXTRAWORD
conceptual ^jj++++=conceptual,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
methodological ^jj+atrb+++=methodological
training ^nn++++=training.
. ^zz++++=EXTRAWORD
