The ^ati++++=The
identified ^jj+atrb++xvbn+=identified
relationships ^nns+nom+++=relationships
can ^md+pos+++=can
be ^vb+be+aux++=be
linked ^vpsv++agls+xvbnx+=linked
to ^in++++=to
the ^ati++++=the
process ^nns+nom+++=process
of ^in++++=of
marketization ^nn+nom+++=marketization
as ^in++++=as
described ^nn++++=described
by ^in++++=by
Salamon ^np+++??+=Salamon
( ^zz++++=(1997)
1997 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
and ^cc++++=and
supported ^vpsv++by+xvbn+=supported
by ^in++++=by
the ^ati++++=the
findings ^nns++++=findings
of ^in++++=of
Lacruz ^np+++??+=Lacruz
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2019).
2019 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
response ^nn++++=response
to ^in++++=to
constraints ^nns+++??+=constraints
in ^in++++=in
the ^ati++++=the
donations ^nns+nom+++=donations
market ^nn++++=market,
, ^zz++++=EXTRAWORD
non ^&fw++++=non-profit
- ^zz++++=EXTRAWORD
profit ^nn++++=EXTRAWORD
organizations ^nns+nom+++=organizations
( ^zz++++=(NPOs)
npos ^nns+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
have ^vb+hv+aux++=have
increasingly ^rb++splt++=increasingly
adopted ^vprf+++xvbnx+=adopted
approaches ^nns++++=approaches
characteristic ^jj++++=characteristic
of ^in++++=of
private ^jj++++=private-for-profit
- ^zz++++=EXTRAWORD
for ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
profit ^nn++++=EXTRAWORD
markets ^nns++++=markets,
, ^zz++++=EXTRAWORD
a ^at++++=a
phenomenon ^nn++++=phenomenon
Salamon ^np+++??+=Salamon
( ^zz++++=(1997)
1997 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
refers ^vbz++++=refers
to ^to++++=to
as ^cs+sub+++=as
the ^ati++++=the
marketization ^nn+nom+++=marketization
of ^in++++=of
the ^ati++++=the
non ^&fw++++=non-profit
- ^zz++++=EXTRAWORD
profit ^nn++++=EXTRAWORD
private ^jj+atrb+++=private
sector ^nn++++=sector.
. ^zz++++=EXTRAWORD
As ^in++++=As
a ^at++++=a
result ^nn++++=result,
, ^zz++++=EXTRAWORD
Npos ^np+++??+=NPOs
have ^vb+hv+aux++=have
expanded ^vprf+++xvbnx+=expanded
their ^pp$+pp3+++=their
external ^jj+atrb+++=external
accountability ^nn+nom+++=accountability
and ^cc++++=and
are ^vb+ber+aux++=are
now ^rn+tm+splt++=now
required ^vpsv++agls+xvbnx+=required
to ^in+vcmp+++=to
demonstrate ^nn+nom+++=demonstrate
outcomes ^nns+++??+=outcomes
related ^vbd+++xvbn+=related
to ^in++++=to
efficiency ^nn++++=efficiency
and ^cc++++=and
effectiveness ^nns+nom+++=effectiveness
( ^zz++++=(Arvidson
arvidson ^nn+++??+=EXTRAWORD
and ^cc++++=and
Lyon ^np+++??+=Lyon,
, ^zz++++=EXTRAWORD
2014 ^cd++++=2014),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
in ^in++++=in
addition ^nn+nom+++=addition
to ^in"++++=to
implementing ^vbg+++xvbg+=implementing
management ^nn+nom+++=management
models ^nns++++=models
designed ^vbd+++xvbn+=designed
to ^to+vcmp+++=to
achieve ^vbi++++=achieve
these ^dt+dem+++=these
objectives ^nns++++=objectives
( ^zz++++=(Smith,
smith ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2010 ^cd++++=2010).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
