The ^ati++++=The
importance ^nn+nom+++=importance
of ^in++++=of
multilingualism ^nn+nom+++=multilingualism
in ^in++++=in
scholarly ^jj+atrb+++=scholarly
communication ^nn+nom+++=communication
was ^vbd+bedz+aux++=was
reiterated ^vpsv++agls+xvbnx+=reiterated
in ^in++++=in
the ^ati++++=the
Helsinki ^np+++??+=Helsinki
Initiative ^nn++++=Initiative
on ^in++++=on
Multilingualism ^np+nom++??+=Multilingualism
in ^in++++=in
Scholarly ^jj+atrb+++=Scholarly
Communication[27 ^np+++??+=Communication[27].
] ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
bibliometric ^jj+atrb+++=bibliometric
indicators ^nns++++=indicators
are ^vb+ber+vrb++=are
not ^xnot++not++=not
neutral[28 ^nn+++??+=neutral[28],
] ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
selection ^nn+nom+++=selection
of ^in++++=of
specific ^jj+atrb+++=specific
metrics ^nns++++=metrics
shapes ^nns++++=shapes
the ^ati++++=the
context ^nn++++=context
in ^in++++=in
which ^whp+rel+pied++=which
research ^nn++++=research
is ^vbz+bez+aux++=is
conducted ^vpsv++agls+xvbnx+=conducted
and ^cc+phrs+++=and
evaluated ^vbd+++xvbn+=evaluated.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
context ^nn++++=context
of ^in++++=of
research ^nn++++=research
internationalization ^nn+nom+++=internationalization,
, ^zz++++=EXTRAWORD
English ^jj++++=English
frequently ^rb++++=frequently
serves ^vbz++++=serves
as ^in++++=as
the ^ati++++=the
primary ^jj+atrb+++=primary
language ^nn+nom+++=language
of ^in++++=of
communication ^nn+nom+++=communication.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
trend ^nn++++=trend
is ^vbz+bez+vrb++=is
evident ^jj+pred+++=evident
in ^in++++=in
the ^ati++++=the
internationalization ^nn+nom+++=internationalization
strategies ^vbz+++??+=strategies
implemented ^vpsv++by+xvbn+=implemented
by ^in++++=by
various ^jj+atrb+++=various
countries[29 ^nn+++??+=countries[29]
] ^zz++++=EXTRAWORD
and ^cc++++=and
universities[30 ^nn+++??+=universities[30].
] ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
A ^at++++=A
key ^jjb+atrb+++=key
objective ^nn++++=objective
of ^in++++=of
these ^dt+dem+++=these
strategies ^nns+++??+=strategies
is ^vbz+bez+aux++=is
to ^to++++=to
attract ^vbi++++=attract
international ^jj+atrb+++=international
expertise ^nn++++=expertise
and ^cc++++=and
talent[29 ^nn+++??+=talent[29],
] ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
global ^jj+atrb+++=global
nature ^nn++++=nature
of ^in++++=of
research ^nn++++=research
can ^md+pos+++=can
also ^rb++splt++=also
increase ^vb++++=increase
its ^pp$+it+++=its
appeal ^nn++++=appeal
to ^in++++=to
prospective ^jj+atrb+++=prospective
students[26 ^nn+++??+=students[26].
] ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
suggested ^vpsv++agls+xvbnx+=suggested
that ^tht+vcmp+++=that
universities ^nns+nom+++=universities
will ^md+prd+++=will
increasingly ^rb++splt++=increasingly
adopt ^vb++++=adopt
international ^jj+atrb+++=international
orientations ^nns+nom+++=orientations
in ^in++++=in
the ^ati++++=the
future[29 ^nn+++??+=future[29],
] ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
several ^ap++++=several
funding ^jj+atrb++xvbg+=funding
programs ^nns+++??+=programs
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
established ^vpsv++agls+xvbnx+=established
to ^to++++=to
support ^vbi++++=support
such ^abl++++=such
institutions ^nns+nom+++=institutions,
, ^zz++++=EXTRAWORD
including ^in++++=including
the ^ati++++=the
African ^jj+atrb+++=African
University ^npl+nom+++=University
of ^in++++=of
science ^nn+nom+++=Science
and ^cc++++=and
technology ^nn++++=Technology
and ^cc++++=and
the ^ati++++=the
european ^jj+atrb+++=European
universities ^nns+nom+++=Universities
initiative[31 ^nn++++=initiative[31].
] ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
