The ^ati++++=The
findings ^nns++++=findings
indicate ^nn+nom+++=indicate
a ^at++++=a
significant ^jj+atrb+++=significant
reduction ^nn+nom+++=reduction
in ^in++++=in
the ^ati++++=the
availability ^nn+nom+++=availability
of ^in++++=of
medical ^jj+atrb+++=medical
appointments ^nns+nom+++=appointments
and ^cc++++=and
the ^ati++++=the
performance ^nn+nom+++=performance
of ^in++++=of
procedures ^nns++++=procedures
related ^vbd+++xvbn+=related
to ^in++++=to
prenatal ^jj++++=prenatal
and ^cc++++=and
diabetes ^nn++++=diabetes
care ^nn++++=care
during ^in++++=during
the ^ati++++=the
periods ^nns++++=periods
compared ^vbd+++xvbn+=compared.
. ^zz++++=EXTRAWORD
Analysis ^nn++++=Analysis
of ^in++++=of
the ^ati++++=the
total ^jj+atrb+++=total
number ^nn++++=number
of ^in++++=of
procedures ^nns++++=procedures
revealed ^vbd+vprv++xvbn+=revealed
a ^at++++=a
decrease ^nn++++=decrease
in ^in++++=in
procedure ^nn++++=procedure
rates ^nns++++=rates
for ^in++++=for
all ^abn++++=all
months ^nns++++=months
from ^in++++=from
February ^nr+nom+++=February
to ^in++++=to
December ^nr+nom+++=December.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
reduction ^nn+nom+++=reduction
may ^md+pos+++=may
be ^vb+be+aux++=be
attributed ^vpsv++agls+xvbnx+=attributed
to ^in++++=to
the ^ati++++=the
redeployment ^nn+nom+++=redeployment
of ^in++++=of
a ^at++++=a
substantial ^jj+atrb+++=substantial
number ^nn++++=number
of ^in++++=of
health ^nn++++=health
professionals ^nns+nom+++=professionals
to ^in++++=to
pandemic ^jj+atrb+++=pandemic
response ^nn++++=response
efforts ^nns++++=efforts,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
the ^ati++++=the
increased ^nn++++=increased
risk ^vb++++=risk
of ^in++++=of
Sars ^np+++??+=Sars-Covid-19
- ^zz++++=EXTRAWORD
covid ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
infection ^nn+nom+++=infection
among ^in++++=among
health ^nn++++=health
professionals ^nns+nom+++=professionals,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
may ^md+pos+++=may
have ^vb+hv+aux++=have
led ^vprf+++xvbnx+=led
to ^in++++=to
workforce ^nn+++??+=workforce
shortages ^nns+nom+++=shortages.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
concerns ^nns++++=concerns
about ^in++++=about
potential ^jj+atrb+++=potential
infection ^nn+nom+++=infection
have ^vb+hv+aux++=have
resulted ^vprf+++xvbnx+=resulted
in ^in++++=in
decreased ^vprf+++xvbn+=decreased
utilization ^nn+nom+++=utilization
of ^in++++=of
health ^nn++++=health
services ^nns++++=services
by ^in++++=by
individuals ^nns+nom+++=individuals,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
in ^in++++=in
emergency ^nn++++=emergency
situations ^nns+nom+++=situations,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
have ^vb+hv+aux++=have
contributed ^vprf+++xvbnx+=contributed
to ^in++++=to
the ^ati++++=the
postponement ^nn+nom+++=postponement
of ^in++++=of
elective ^jj+atrb+++=elective
treatments ^nns+nom+++=treatments.
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
no ^at++++=no
implementation ^nn+nom+++=implementation
of ^in++++=of
organized ^vbd+++xvbn+=organized
primary ^jj+atrb+++=primary
health ^nn++++=health
care ^nn++++=care
( ^zz++++=(PHC)
phc ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
actions ^nns+nom+++=actions
at ^in++++=at
the ^ati++++=the
national ^jj+atrb+++=national
level ^nn++++=level
in ^in++++=in
Brazil ^np++++=Brazil
to ^in++++=to
address ^nns+nom+++=address
Covid ^np+++??+=Covid-19,
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
have ^vb+hv+vrb++=have
monitoring ^jj+++xvbg+=monitoring
and ^cc++++=and
control ^nn++++=control
measures ^nns++++=measures
been ^vprf+ben+aux+xvbn+=been
specifically ^rb++splt++=specifically
directed ^vpsv++agls+xvbn+=directed
toward ^in++++=toward
individuals ^nns+nom+++=individuals
with ^in++++=with
chronic ^jj+atrb+++=chronic
health ^nn++++=health
conditions ^nns+nom+++=conditions
requiring ^vwbg+vsua++xvbg+=requiring
ongoing ^jj+atrb++xvbg+=ongoing
care ^nn++++=care.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
factors ^nns++++=factors
may ^md+pos+++=may
help ^vb++++=help
explain ^vb+vpub+++=explain
the ^ati++++=the
results ^nns++++=results
observed ^jj++++=observed
in ^in++++=in
this ^dt+dem+++=this
study ^nn++++=study.
. ^zz++++=EXTRAWORD
