A ^at++++=A
new ^jj+atrb+++=new
species ^nns++++=species
of ^in++++=of
Vriesea ^np+++??+=Vriesea
Lindl ^np+++??+=Lindl.
. ^zz++++=EXTRAWORD
( ^zz++++=(Bromeliaceae),
bromeliaceae ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Vriesea ^np+++??+=Vriesea
altobocainensis ^nns+++??+=altobocainensis,
, ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
described ^vpsv++agls+xvbnx+=described
and ^cc+phrs+++=and
illustrated ^vpsv++agls+xvbn+=illustrated
from ^in++++=from
the ^ati++++=the
Atlantic ^np++++=Atlantic
Forest ^nn++++=Forest
of ^in++++=of
Serra ^np+++??+=Serra
da ^np++++=da
Bocaina ^np+++??+=Bocaina,
, ^zz++++=EXTRAWORD
S ^zz++++=S
o ^zz++++=o
Paulo ^np+++??+=Paulo
State ^nn++++=State,
, ^zz++++=EXTRAWORD
Brazil ^np++++=Brazil.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
species ^nn++++=species
is ^vbz+bez+vrb++=is
a ^at++++=a
robust ^nn++++=robust
epiphyte ^vb+++??+=epiphyte
distinguished ^vpsv++by+xvbn+=distinguished
by ^in++++=by
its ^pp$+it+++=its
reddish ^jj+atrb+++=reddish
inflorescence ^nn+nom+++=inflorescence
and ^cc++++=and
orbicular ^nn+++??+=orbicular
to ^to++++=to
broadly ^rb+down+splt++=broadly
ovate ^vbi++++=ovate
floral ^jj+atrb+++=floral
and ^cc+phrs+++=and
primary ^jj+atrb+++=primary
bracts ^nns+++??+=bracts.
. ^zz++++=EXTRAWORD
Morphologically ^np+++??+=Morphologically,
, ^zz++++=EXTRAWORD
V ^zz++++=V.
. ^zz++++=EXTRAWORD
altobocainensis ^nns+++??+=altobocainensis
is ^vbz+bez+vrb++=is
similar ^jj+pred+++=similar
to ^in++++=to
Vriesea ^np+++??+=Vriesea
altodaserrae ^nn+++??+=altodaserrae
L.b.sm ^np+++??+=L.B.Sm.
. ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Vriesea ^np+++??+=Vriesea
sceptrum ^nn+++??+=sceptrum
Mez ^np+++??+=Mez.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
can ^md+pos+++=can
be ^vb+be+aux++=be
differentiated ^vpsv++agls+xvbnx+=differentiated
from ^in++++=from
these ^dt+dem+++=these
species ^nn++++=species
primarily ^rb+down+++=primarily
by ^in++++=by
the ^ati++++=the
color ^nn++++=color,
, ^zz++++=EXTRAWORD
size ^nn++++=size,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
shape ^nn++++=shape
of ^in++++=of
its ^pp$+it+++=its
floral ^jj+atrb+++=floral
and ^cc+phrs+++=and
primary ^jj+atrb+++=primary
bracts ^nns+++??+=bracts,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
by ^in++++=by
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
inflorescence ^nn+nom+++=inflorescence
branches ^nns++++=branches
and ^cc++++=and
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
flowers ^nns+nom+++=flowers
per ^nnu++++=per
branch ^nn++++=branch.
. ^zz++++=EXTRAWORD
