The ^ati++++=The
influence ^nn+nom+++=influence
on ^in++++=on
the ^ati++++=the
native ^jj+atrb+++=native
language ^nn+nom+++=language
is ^vbz+bez+aux++=is
particularly ^rb++splt++=particularly
pronounced ^vpsv++agls+xvbnx+=pronounced
in ^in++++=in
the ^ati++++=the
cases ^nns++++=cases
of ^in++++=of
Colombia ^np+++??+=Colombia
and ^cc++++=and
Spain ^np++++=Spain.
. ^zz++++=EXTRAWORD
In ^in++++=In
Spain ^np++++=Spain,
, ^zz++++=EXTRAWORD
the ^ati++++=the
proportion ^nn+nom+++=proportion
of ^in++++=of
articles ^nns++++=articles
cited ^vbd+++xvbn+=cited
in ^in++++=in
Spanish ^jj++++=Spanish,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
cited ^jj+atrb++xvbn+=cited
paper ^nn++++=paper
is ^vbz+bez+vrb++=is
also ^rb++++=also
in ^in++++=in
Spanish ^jj++++=Spanish,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
more ^ql++++=more
than ^cs+sub+++=than
twice ^rb++++=twice
the ^ati++++=the
proportion ^nn+nom+++=proportion
of ^in++++=of
articles ^nns++++=articles
cited ^vbd+++xvbn+=cited
in ^in++++=in
English ^nn++++=English.
. ^zz++++=EXTRAWORD
A ^at++++=A
similar ^jj+atrb+++=similar
pattern ^nn++++=pattern
is ^vbz+bez+aux++=is
observed ^vpsv++agls+xvbnx+=observed
in ^in++++=in
the ^ati++++=the
United ^np++++=United
States ^nns++++=States,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
42.5 ^cd++++=42.5
percent ^nnu++++=percent
of ^in++++=of
citations ^nns+nom+++=citations
are ^vb+ber+vrb++=are
to ^in++++=to
works ^nns++++=works
published ^vbd+++xvbn+=published
in ^in++++=in
English ^nn++++=English
when ^wrb+who+++=when
the ^ati++++=the
citing ^jj+atrb++xvbg+=citing
paper ^nn++++=paper
is ^vbz+bez+vrb++=is
in ^in++++=in
English ^nn++++=English,
, ^zz++++=EXTRAWORD
compared ^j+++xvbn+=compared
to ^to++++=to
14.7 ^cd++++=14.7
percent ^nnu++++=percent
when ^wrb+who+++=when
the ^ati++++=the
citing ^vbg+++xvbg+=citing
paper ^nn++++=paper
is ^vbz+bez+aux++=is
published ^vpsv++agls+xvbn+=published
exclusively ^rb++++=exclusively
in ^in++++=in
spanish ^nn++++=Spanish.
. ^zz++++=EXTRAWORD
