The ^ati++++=The
two ^cd++++=two
previously ^rb+tm+++=previously
discussed ^vbd+++xvbn+=discussed
variables ^nns++++=variables
are ^vb+ber+aux++=are
now ^rn+tm+splt++=now
analyzed ^vpsv++agls+xvbnx+=analyzed
in ^in++++=in
conjunction ^nn+nom+++=conjunction
with ^in++++=with
the ^ati++++=the
percentage ^nn+nom+++=percentage
of ^in++++=of
publications ^nns+nom+++=publications
in ^in++++=in
the ^ati++++=the
national ^jj+atrb+++=national
language ^nn+nom+++=language.
. ^zz++++=EXTRAWORD
Figure ^nn++++=Figure
2 ^zz++++=2
demonstrates ^nns+nom+++=demonstrates
that ^tht+vcmp+++=that
the ^ati++++=the
linear ^jj+atrb+++=linear
relationship ^nn+nom+++=relationship
involving ^vwbg+++xvbg+=involving
the ^ati++++=the
percentage ^nn+nom+++=percentage
of ^in++++=of
publications ^nns+nom+++=publications
in ^in++++=in
the ^ati++++=the
native ^jj+atrb+++=native
language ^nn+nom+++=language
becomes ^vbz++++=becomes
more ^ql++++=more
pronounced ^jj+++xvbn+=pronounced
when ^wrb+who+++=when
the ^ati++++=the
analysis ^nn++++=analysis
incorporates ^nns+nom+++=incorporates
the ^ati++++=the
impact ^nn++++=impact
on ^in++++=on
the ^ati++++=the
national ^jj+atrb+++=national
language ^nn+nom+++=language,
, ^zz++++=EXTRAWORD
as ^in++++=as
measured ^nn++++=measured
in ^in++++=in
percentage ^nn+nom+++=percentage
terms ^nns++++=terms.
. ^zz++++=EXTRAWORD
