A ^at++++=A
high ^jj+atrb+++=high
prevalence ^nn+nom+++=prevalence
of ^in++++=of
enteroparasites ^nns++++=enteroparasites
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
documented ^vpsv++agls+xvbnx+=documented
among ^in++++=among
indigenous ^jj+atrb+++=indigenous
populations ^nns+nom+++=populations
in ^in++++=in
Paran ^np+++??+=Paran
, ^zz++++=,
with ^in++++=with
rates ^nns++++=rates
ranging ^vwbg+++xvbg+=ranging
from ^in++++=from
67 ^cd++++=67%
% ^zz++++=EXTRAWORD
to ^to++++=to
95 ^cd++++=95%
% ^zz++++=EXTRAWORD
depending ^vbg+++xvbg+=depending
on ^in++++=on
the ^ati++++=the
specific ^jj+atrb+++=specific
region ^nn++++=region
studied ^vbd+++xvbn+=studied.
. ^zz++++=EXTRAWORD
In ^in++++=In
Kaingang ^np+++??+=Kaingang
territories ^nns++++=territories,
, ^zz++++=EXTRAWORD
the ^ati++++=the
proportion ^nn+nom+++=proportion
of ^in++++=of
peridomestic ^jj+atrb+++=peridomestic
soil ^nn++++=soil
samples ^nns++++=samples
contaminated ^vbd+++xvbn+=contaminated
with ^in++++=with
enteroparasites ^nns++++=enteroparasites
of ^in++++=of
human ^jj+atrb+++=human
or ^cc+phrs+++=or
zoonotic ^jj+atrb+++=zoonotic
origin ^nn++++=origin
ranged ^vbd+++xvbn+=ranged
from ^in++++=from
75.7 ^cd++++=75.7%
% ^zz++++=EXTRAWORD
to ^to++++=to
96.2 ^cd++++=96.2%,
% ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
contamination ^nn+nom+++=contamination
of ^in++++=of
water ^nn++++=water
sources ^nns++++=sources
with ^in++++=with
waterborne ^nn+++??+=waterborne
protozoa ^nn+++??+=protozoa
such ^abl++++=such
as ^ql++++=as
Giardia ^np+++??+=Giardia
spp ^nn+++??+=spp.
. ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Cryptosporidium ^np+++??+=Cryptosporidium
spp ^nn+++??+=spp.
. ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
also ^rb++splt++=also
been ^vprf+ben+aux+xvbnx+=been
reported ^vpsv++agls+xvbnx+=reported.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
data ^nns++++=data
suggest ^vb+vpub+++=suggest
that ^tht+vcmp+++=that
current ^jj+atrb+++=current
practices ^nns++++=practices
for ^in++++=for
the ^ati++++=the
management ^nn+nom+++=management
of ^in++++=of
human ^jj++++=human
and ^cc++++=and
animal ^nn++++=animal
excreta ^nn+++??+=excreta
in ^in++++=in
indigenous ^jj+atrb+++=indigenous
areas ^nns++++=areas
are ^vb+ber+vrb++=are
insufficient ^jj+pred+++=insufficient,
, ^zz++++=EXTRAWORD
highlighting ^jj+++xvbg+=highlighting
the ^ati++++=the
need ^nn++++=need
for ^in++++=for
improvements ^nns+nom+++=improvements
in ^in++++=in
sanitation ^nn+nom+++=sanitation
infrastructure ^nn+++??+=infrastructure,
, ^zz++++=EXTRAWORD
water ^nn++++=water
treatment ^nn+nom+++=treatment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
implementation ^nn+nom+++=implementation
of ^in++++=of
regular ^jj+atrb+++=regular
antiparasitic ^nn++++=antiparasitic
interventions ^nns+nom+++=interventions.
. ^zz++++=EXTRAWORD
