A ^at++++=A
comparable ^jj+atrb+++=comparable
pattern ^nn++++=pattern
was ^vbd+bedz+aux++=was
identified ^vpsv++agls+xvbnx+=identified
for ^in++++=for
medical ^jj+atrb+++=medical
appointments ^nns+nom+++=appointments,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
decreased ^vpsv++by+xvbn+=decreased
by ^in++++=by
36 ^cd++++=36%
% ^zz++++=EXTRAWORD
in ^in++++=in
February ^nr+nom+++=February
( ^zz++++=(IRR
irr ^nn+++??+=EXTRAWORD
= ^zz++++==
0.64 ^nn+++??+=0.64,
, ^zz++++=EXTRAWORD
95 ^cd++++=95%
% ^zz++++=EXTRAWORD
Ci ^np+++??+=CI
[ ^zz++++=[0.57
0.57 ^nn+++??+=EXTRAWORD
0.72] ^nn+++??+=0.72]),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
largest ^jjt+atrb+++=largest
reduction ^nn+nom+++=reduction
observed ^vbd+++xvbn+=observed
in ^in++++=in
May ^md+pos+++=May
( ^zz++++=(IRR
irr ^nn+++??+=EXTRAWORD
= ^zz++++==
0.27 ^nn+++??+=0.27,
, ^zz++++=EXTRAWORD
95 ^cd++++=95%
% ^zz++++=EXTRAWORD
Ci ^np+++??+=CI
[ ^zz++++=[0.24
0.24 ^nn+++??+=EXTRAWORD
0.30] ^nn+++??+=0.30]),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
this ^dt+dem+++=this
decline ^nn++++=decline
remained ^vbd+++xvbn+=remained
statistically ^rb++++=statistically
significant ^jj++++=significant
through ^in++++=through
December ^nr+nom+++=December.
. ^zz++++=EXTRAWORD
Prenatal ^np+nom++??+=Prenatal
procedures ^nns++++=procedures
also ^rb++++=also
exhibited ^vprf+++xvbn+=exhibited
a ^at++++=a
consistent ^jj+atrb+++=consistent
decrease ^nn++++=decrease,
, ^zz++++=EXTRAWORD
beginning ^vbg+++xvbg+=beginning
with ^in++++=with
a ^at++++=a
36 ^cd++++=36%
% ^zz++++=EXTRAWORD
reduction ^nn+nom+++=reduction
in ^in++++=in
February ^nr+nom+++=February.
. ^zz++++=EXTRAWORD
The ^ati++++=The
decline ^nn++++=decline
in ^in++++=in
prenatal ^jj+atrb+++=prenatal
procedures ^nns++++=procedures
was ^vbd+bedz+vrb++=was
less ^ql++++=less
pronounced ^jj+++xvbn+=pronounced
in ^in++++=in
June ^nr++++=June
( ^zz++++=(IRR
irr ^nn+++??+=EXTRAWORD
= ^zz++++==
0.63 ^nn+++??+=0.63,
, ^zz++++=EXTRAWORD
95 ^cd++++=95%
% ^zz++++=EXTRAWORD
Ci ^np+++??+=CI
[ ^zz++++=[0.59
0.59 ^nn+++??+=EXTRAWORD
0.66 ^nn+++??+=0.66])
] ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
and ^cc++++=and
September ^nr+nom+++=September
( ^zz++++=(IRR
irr ^nn+++??+=EXTRAWORD
= ^zz++++==
0.61 ^nn+++??+=0.61,
, ^zz++++=EXTRAWORD
95 ^cd++++=95%
% ^zz++++=EXTRAWORD
Ci ^np+++??+=CI
[ ^zz++++=[0.58
0.58 ^nn+++??+=EXTRAWORD
0.65] ^nn+++??+=0.65]).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
contrast ^nn++++=contrast,
, ^zz++++=EXTRAWORD
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
diabetes ^nn++++=diabetes
treatment ^nn+nom+++=treatment
procedures ^nns++++=procedures
