The ^ati++++=The
choice ^nn++++=choice
of ^in++++=of
publication ^nn+nom+++=publication
language ^nn+nom+++=language
is ^vbz+bez+vrb++=is
a ^at++++=a
critical ^jj+atrb+++=critical
factor ^nn++++=factor
in ^in++++=in
scientific ^jj+atrb+++=scientific
communication ^nn+nom+++=communication,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
determines ^vbz++++=determines
both ^abx++++=both
the ^ati++++=the
linguistic ^jj+atrb+++=linguistic
accessibility ^nn+nom+++=accessibility
and ^cc++++=and
the ^ati++++=the
geographical ^jj+atrb+++=geographical
reach ^nn++++=reach
of ^in++++=of
research ^nn++++=research
findings ^nns++++=findings.
. ^zz++++=EXTRAWORD
English ^jj++++=English
currently ^rb++++=currently
serves ^vbz++++=serves
as ^in++++=as
the ^ati++++=the
lingua ^nn+++??+=lingua
franca ^np++++=franca
of ^in++++=of
science ^nn+nom+++=science,
, ^zz++++=EXTRAWORD
providing ^vbg+++xvbg+=providing
a ^at++++=a
significant ^jj+atrb+++=significant
advantage ^nn+nom+++=advantage
due ^jj+cmpx+++=due
to ^to+jcmp+++=to
its ^pp$+it+++=its
widespread ^jj+atrb+++=widespread
comprehension ^nn++++=comprehension
among ^in++++=among
educated ^xvbn+++xvbn+=educated
individuals ^nns+nom+++=individuals
[ ^zz++++=[1].
1 ^zz++++=EXTRAWORD
] ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
a ^at++++=a
considerable ^jj+atrb+++=considerable
proportion ^nn+nom+++=proportion
of ^in++++=of
research ^nn++++=research
from ^in++++=from
Latin ^jj+atrb+++=Latin
America ^np++++=America
is ^vbz+bez+aux++=is
published ^vpsv++agls+xvbnx+=published
in ^in++++=in
national ^jj+atrb+++=national
languages ^nns+nom+++=languages,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
identified ^vpsv++agls+xvbnx+=identified
as ^ql++++=as
a ^at++++=a
contributing ^jj+atrb++xvbg+=contributing
factor ^nn++++=factor
to ^in++++=to
the ^ati++++=the
limited ^jj+atrb++xvbn+=limited
international ^jj+atrb+++=international
visibility ^nn+nom+++=visibility
of ^in++++=of
the ^ati++++=the
region ^nn++++=region
s ^zz++++=s
scientific ^jj+atrb+++=scientific
output ^nn++++=output
[ ^zz++++=[2-3].
2 ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
3 ^zz++++=EXTRAWORD
] ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
certain ^jj+atrb+++=certain
disciplines ^nns++++=disciplines
are ^vb+ber+aux++=are
inherently ^rb++splt++=inherently
focused ^vpsv++agls+xvbnx+=focused
on ^in++++=on
topics ^nns++++=topics
of ^in++++=of
local ^jj+atrb+++=local
relevance ^nn+nom+++=relevance,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
evident ^jj+pred+++=evident
in ^in++++=in
several ^ap++++=several
characteristics ^nns++++=characteristics:
: ^zz++++=EXTRAWORD
a ^at++++=a
substantial ^jj+atrb+++=substantial
volume ^nn++++=volume
of ^in++++=of
research ^nn++++=research
addressing ^vwbg+++xvbg+=addressing
national ^jj+atrb+++=national
issues ^nns++++=issues,
, ^zz++++=EXTRAWORD
a ^at++++=a
low ^jj+atrb+++=low
percentage ^nn+nom+++=percentage
of ^in++++=of
articles ^nns++++=articles
published ^vbd+++xvbn+=published
in ^in++++=in
English ^nn++++=English,
, ^zz++++=EXTRAWORD
a ^at++++=a
predominance ^nn+nom+++=predominance
of ^in++++=of
nationally ^rb++++=nationally
authored ^jj+atrb++xvbn+=authored
publications ^nns+nom+++=publications,
, ^zz++++=EXTRAWORD
limited ^jj+atrb++xvbn+=limited
international ^jj+atrb+++=international
collaboration ^nn+nom+++=collaboration,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
tendency ^nn++++=tendency
to ^to+ncmp+++=to
publish ^vbi++++=publish
in ^in++++=in
national ^jj+atrb+++=national
journals ^nns+nom+++=journals
with ^in++++=with
restricted ^jj+atrb+++=restricted
circulation ^nn+nom+++=circulation
[ ^zz++++=[4-7].
4 ^zz++++=EXTRAWORD
-7]. ^nn++++=EXTRAWORD
