According ^in+cmpx+++=According
to ^in++++=to
Wetzel ^np+++??+=Wetzel
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2015),
2015 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Naviculadicta ^np+++??+=Naviculadicta
sassiana ^nn+++??+=sassiana
Metzeltin ^np+++??+=Metzeltin
& ^zz++++=&
Lange ^np+++??+=Lange-Bertalot
- ^zz++++=EXTRAWORD
bertalot ^nn+++??+=EXTRAWORD
( ^zz++++=(1998)
1998 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
originally ^rb+tm+splt++=originally
described ^vpsv++agls+xvbnx+=described
from ^in++++=from
the ^ati++++=the
Amazonian ^np+++??+=Amazonian
region ^nn++++=region
( ^zz++++=(Tapaj
tapaj ^nn+++??+=EXTRAWORD
s ^zz++++=s
River ^npl++++=River,
, ^zz++++=EXTRAWORD
Brazil ^np++++=Brazil)
) ^zz++++=EXTRAWORD
and ^cc++++=and
was ^vbd+bedz+aux++=was
subsequently ^rb+tm+splt++=subsequently
transferred ^vpsv++agls+xvbnx+=transferred
to ^in++++=to
the ^ati++++=the
genus ^nns+++??+=genus
Sellaphora ^np+++??+=Sellaphora
based ^vwbn+++xvbn+=based
on ^in++++=on
light ^jj+atrb+++=light
microscopy ^nn++++=microscopy
illustrations ^nns+nom+++=illustrations
provided ^vwbn+vsua++xvbn+=provided
by ^in++++=by
Metzeltin ^np+++??+=Metzeltin
& ^zz++++=&
Lange ^np+++??+=Lange-Bertalot
- ^zz++++=EXTRAWORD
bertalot ^nn+++??+=EXTRAWORD
( ^zz++++=(1998).
1998 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
present ^jj+atrb+++=present
study ^nn++++=study,
, ^zz++++=EXTRAWORD
Sellaphora ^np+++??+=Sellaphora
sassiana ^nn+++??+=sassiana
was ^vbd+bedz+aux++=was
identified ^vpsv++agls+xvbnx+=identified
in ^in++++=in
5 ^zz++++=5%
% ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
core ^nn++++=core
samples ^nns++++=samples,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
maximum ^nn++++=maximum
relative ^jj+atrb+++=relative
abundance ^nn+nom+++=abundance
of ^in++++=of
9.6 ^cd++++=9.6%.
% ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
species ^nn++++=species
was ^vbd+bedz+aux++=was
detected ^vpsv++agls+xvbnx+=detected
in ^in++++=in
samples ^nns++++=samples
corresponding ^vwbg+++xvbg+=corresponding
to ^in++++=to
the ^ati++++=the
Late ^jj+atrb+++=Late
Holocene ^np+++??+=Holocene
( ^zz++++=(
408 ^cd++++=408
calibrated ^jj+atrb++xvbn+=calibrated
years ^nns++++=years
Bp ^np+++??+=BP).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
the ^ati++++=the
species ^nn++++=species
has ^vbz+hvz+aux++=has
previously ^rb+tm+splt++=previously
been ^vprf+ben+aux+xvbnx+=been
reported ^vpsv++agls+xvbnx+=reported
from ^in++++=from
Brazil ^np++++=Brazil,
, ^zz++++=EXTRAWORD
specifically ^rb++++=specifically
from ^in++++=from
the ^ati++++=the
Tapaj ^np+++??+=Tapaj
s ^zz++++=s
River ^npl++++=River
as ^ql++++=as
Naviculadicta ^np+++??+=Naviculadicta
sassiana ^nn+++??+=sassiana
( ^zz++++=(e.g.,
e.g ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Metzeltin ^np+++??+=Metzeltin
& ^zz++++=&
Lange ^np+++??+=Lange-Bertalot
- ^zz++++=EXTRAWORD
bertalot ^nn+++??+=EXTRAWORD
1998 ^cd+date+++=1998),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
study ^nn++++=study
represents ^vbz++++=represents
the ^ati++++=the
first ^od++++=first
record ^vb+vpub+++=record
of ^in++++=of
the ^ati++++=the
taxon ^nn+++??+=taxon
in ^in++++=in
the ^ati++++=the
country ^nn++++=country
under ^in++++=under
its ^pp$+it+++=its
currently ^rb++++=currently
accepted ^jj+atrb+++=accepted
name ^nn++++=name.
. ^zz++++=EXTRAWORD
