The ^ati++++=The
treatment ^nn+nom+++=treatment
of ^in++++=of
geo ^nn+++??+=geo-helminthiasis
- ^zz++++=EXTRAWORD
helminthiasis ^nns+++??+=EXTRAWORD
in ^in++++=in
children ^nns++++=children
within ^in++++=within
the ^ati++++=the
school ^nn++++=school
environment ^nn+nom+++=environment
is ^vbz+bez+vrb++=is
an ^at++++=an
effective ^jj+atrb+++=effective
strategy ^nn++++=strategy
for ^in++++=for
controlling ^xvbg+++xvbg+=controlling
these ^dt+dem+++=these
parasites ^nns++++=parasites,
, ^zz++++=EXTRAWORD
as ^in++++=as
geo ^nn+++??+=geo-helminths
- ^zz++++=EXTRAWORD
helminths ^vbz+++??+=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
multiply ^vb++++=multiply
within ^in++++=within
the ^ati++++=the
human ^jj+atrb+++=human
host ^nn++++=host
and ^cc++++=and
the ^ati++++=the
administration ^nn+nom+++=administration
of ^in++++=of
broad ^jj++++=broad-spectrum
- ^zz++++=EXTRAWORD
spectrum ^nn+++??+=EXTRAWORD
anthelmintic ^jj+atrb+++=anthelmintic
drugs ^nns++++=drugs
reduces ^vbz++++=reduces
both ^abx++++=both
the ^ati++++=the
prevalence ^nn+nom+++=prevalence
and ^cc++++=and
intensity ^nn+nom+++=intensity
of ^in++++=of
infection ^nn+nom+++=infection
at ^in++++=at
the ^ati++++=the
individual ^nn+nom+++=individual
and ^cc++++=and
community ^nn+nom+++=community
levels ^nns++++=levels.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
selecting ^vbg+++xvbg+=selecting
areas ^nns++++=areas
for ^in++++=for
intervention ^nn+nom+++=intervention,
, ^zz++++=EXTRAWORD
priority ^nn+nom+++=priority
should ^md+nec+++=should
be ^vb+be+aux++=be
given ^vpsv++agls+xvbnx+=given
to ^in++++=to
locations ^nns+nom+++=locations
with ^in++++=with
a ^at++++=a
high ^jj+atrb+++=high
prevalence ^nn+nom+++=prevalence
of ^in++++=of
geo ^nn+++??+=geo-helminth
- ^zz++++=EXTRAWORD
helminth ^nn+++??+=EXTRAWORD
infections ^nns+nom+++=infections
and ^cc++++=and
inadequate ^jj+atrb+++=inadequate
basic ^jj+atrb+++=basic
sanitation ^nn+nom+++=sanitation,
, ^zz++++=EXTRAWORD
including ^in++++=including
insufficient ^jj+atrb+++=insufficient
water ^nn++++=water
supply ^nn++++=supply
and ^cc++++=and
lack ^nn++++=lack
of ^in++++=of
sewage ^nn++++=sewage
collection ^nn+nom+++=collection
and ^cc++++=and
treatment ^nn+nom+++=treatment.
. ^zz++++=EXTRAWORD
