According ^in+cmpx+++=According
to ^in"++++=to
the ^ati++++=the
results ^nns++++=results
of ^in++++=of
the ^ati++++=the
Kapetanios ^np+++??+=Kapetanios,
, ^zz++++=EXTRAWORD
Shin ^nn++++=Shin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Snell ^np+++??+=Snell
( ^zz++++=(KSS)
kss ^nns+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
( ^zz++++=(2006)
2006 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
cointegration ^nn+nom+++=cointegration
test ^nn++++=test,
, ^zz++++=EXTRAWORD
a ^at++++=a
long ^jj++++=long-term
- ^zz++++=EXTRAWORD
term ^nn++++=EXTRAWORD
equilibrium ^nn++++=equilibrium
relationship ^nn+nom+++=relationship
was ^vbd+bedz+aux++=was
identified ^vpsv++agls+xvbnx+=identified
between ^in++++=between
the ^ati++++=the
foreign ^jj+atrb+++=foreign
exchange ^nn++++=exchange
rate ^nn++++=rate
and ^cc++++=and
femicide ^nn+++??+=femicide.
. ^zz++++=EXTRAWORD
Given ^vpbn+v++xvbn+=Given
that ^dt+dem+++=that
the ^ati++++=the
prerequisite ^nn++++=prerequisite
of ^in++++=of
establishing ^xvbg+++xvbg+=establishing
cointegration ^nn+nom+++=cointegration
was ^vbd+bedz+aux++=was
met ^vpsv++agls+xvbnx+=met,
, ^zz++++=EXTRAWORD
a ^at++++=a
short ^jj++++=short-run
- ^zz++++=EXTRAWORD
run ^vb++++=EXTRAWORD
causality ^nn+nom+++=causality
test ^nn++++=test
was ^vbd+bedz+aux++=was
subsequently ^rb+tm+splt++=subsequently
conducted ^vpsv++agls+xvbn+=conducted.
. ^zz++++=EXTRAWORD
