Data ^nns++++=Data
were ^vbd+bed+aux++=were
collected ^vpsv++agls+xvbnx+=collected
through ^in++++=through
a ^at++++=a
documentary ^nn++++=documentary
survey ^vb++++=survey
of ^in++++=of
financial ^jj+atrb+++=financial
statements ^nns+nom+++=statements,
, ^zz++++=EXTRAWORD
annual ^jj+atrb+++=annual
activity ^nn+nom+++=activity
reports ^nns++++=reports,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
statutes ^nns++++=statutes,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
were ^vbd+bed+aux++=were
obtained ^vpsv++agls+xvbnx+=obtained
from ^in++++=from
the ^ati++++=the
websites ^nns++++=websites
of ^in++++=of
non ^&fw++++=non-profit
- ^zz++++=EXTRAWORD
profit ^nn++++=EXTRAWORD
organizations ^nns+nom+++=organizations
( ^zz++++=(NPOs)
npos ^nns+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
or ^cc++++=or
accessed ^vpsv++agls+xvbn+=accessed
via ^in++++=via
the ^ati++++=the
" ^zz++++="Map
map ^vb++++=EXTRAWORD
of ^in++++=of
Civil ^jj+atrb+++=Civil
Society ^nn++++=Society
Organizations ^nns+nom+++=Organizations"
" ^zz++++=EXTRAWORD
repository ^nn++++=repository.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
for ^in++++=for
Npos ^np+++??+=NPOs
whose ^whp+rel+obj++=whose
documents ^nns+nom+++=documents
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
publicly ^rb++++=publicly
available ^jj++++=available,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
contacted ^vbd+++xvbn+=contacted
the ^ati++++=the
organizations ^nns+nom+++=organizations
directly ^rb++++=directly
by ^in++++=by
telephone ^nn++++=telephone
and ^cc++++=and
email ^nn+++??+=email,
, ^zz++++=EXTRAWORD
utilizing ^jj+atrb++xvbg+=utilizing
contact ^nn++++=contact
information ^nn+nom+++=information
provided ^vbd+vsua+++=provided
by ^in++++=by
the ^ati++++=the
brazilian ^jj+atrb+++=Brazilian
national ^jj+atrb+++=National
environment ^nn+nom+++=Environment
council ^nn++++=Council
( ^zz++++=(CONAMA).
conama ^nn++++=EXTRAWORD
). ^nn++++=EXTRAWORD
