As ^in++++=As
discussed ^nn++++=discussed
in ^in++++=in
the ^ati++++=the
section ^nn+nom+++=section
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
it ^pp3+it+++=it
Means ^vbz+vprv+++=Means
to ^to++++=to
Be ^vbi++vrb++=Be
an ^at++++=an
Appositive ^np+++??+=Appositive,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
pronoun ^nn++++=pronoun
" ^zz++++="quem"
quem ^nn+++??+=EXTRAWORD
" ^zz++++=EXTRAWORD
can ^md+pos+++=can
also ^rb++++=also
function ^nn+nom+++=function
as ^ql++++=as
a ^at++++=a
standard ^jj+atrb+++=standard
relative ^jj+atrb+++=relative
pronoun ^nn++++=pronoun
in ^in++++=in
Brazilian ^jj+atrb+++=Brazilian
Portuguese ^nn+nom+++=Portuguese,
, ^zz++++=EXTRAWORD
meaning ^vbg+vprv++xvbg+=meaning
that ^tht+vcmp+++=that
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
capable ^jj+pred+++=capable
of ^in++++=of
introducing ^vbg+++xvbg+=introducing
a ^at++++=a
headed ^vpsv++agls+xvbn+=headed
relative ^jj+atrb+++=relative
clause ^nn++++=clause.
. ^zz++++=EXTRAWORD
