The ^ati++++=The
results ^nns++++=results
of ^in++++=of
the ^ati++++=the
diffusion ^nn++++=diffusion
tests ^nns++++=tests
using ^vwbg+++xvbg+=using
both ^abx++++=both
the ^ati++++=the
decoction ^nn+nom+++=decoction
and ^cc++++=and
hydroalcoholic ^jj+atrb+++=hydroalcoholic
extract ^nn++++=extract
from ^in++++=from
C ^zz++++=C.
. ^zz++++=EXTRAWORD
ferrea ^nn+++??+=ferrea
leaves ^nns++++=leaves
against ^in++++=against
bacterial ^jj+atrb+++=bacterial
strains ^nns++++=strains
are ^vb+ber+aux++=are
presented ^vpsv++agls+xvbnx+=presented
in ^in++++=in
Tables ^nns++++=Tables
1 ^zz++++=1
and ^cc++++=and
2 ^zz++++=2.
. ^zz++++=EXTRAWORD
Staphylococcus ^np+++??+=Staphylococcus
aureus ^&fw++++=aureus
and ^cc++++=and
Enterococcus ^np+++??+=Enterococcus
faecalis ^vbz+++??+=faecalis
exhibited ^vprf+++xvbn+=exhibited
sensitivity ^nn+nom+++=sensitivity
to ^in++++=to
the ^ati++++=the
decoction ^nn+nom+++=decoction
of ^in++++=of
L ^zz++++=L.
. ^zz++++=EXTRAWORD
ferrea ^nn+++??+=ferrea
at ^rb++++=at
a ^at++++=a
concentration ^nn+nom+++=concentration
of ^in++++=of
100 ^cd++++=100
mg ^nnu++++=mg/mL,
with ^in++++=with
inhibition ^nn+nom+++=inhibition
zones ^nns++++=zones
measuring ^vwbg+++xvbg+=measuring
10 ^cd++++=10
mm ^nnu++++=mm
and ^cc++++=and
10.67 ^cd++++=10.67
mm ^nnu++++=mm,
, ^zz++++=EXTRAWORD
respectively ^rb++++=respectively.
. ^zz++++=EXTRAWORD
According ^in+cmpx+++=According
to ^in"++++=to
the ^ati++++=the
criteria ^nns++++=criteria
established ^vwbn+++xvbn+=established
by ^in++++=by
Thomazi ^np+++??+=Thomazi,
, ^zz++++=EXTRAWORD
Bertolin ^np+++??+=Bertolin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Pinto ^np+++??+=Pinto
( ^zz++++=(2010),
2010 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
inhibition ^nn+nom+++=inhibition
zone ^nn++++=zone
diameters ^nns+nom+++=diameters
are ^vb+ber+aux++=are
considered ^vpsv++agls+xvbnx+=considered
satisfactory ^jj++++=satisfactory,
, ^zz++++=EXTRAWORD
as ^ql++++=as
values ^nns++++=values
equal ^jj++++=equal
to ^to++++=to
or ^cc++++=or
greater ^jjr++++=greater
than ^in++++=than
10 ^cd++++=10
mm ^nnu++++=mm
indicate ^nn+nom+++=indicate
sensitivity ^nn+nom+++=sensitivity.
. ^zz++++=EXTRAWORD
