A ^at++++=A
substantial ^jj+atrb+++=substantial
proportion ^nn+nom+++=proportion
of ^in++++=of
species ^nn++++=species
( ^zz++++=(46%)
46 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
recorded ^vpsv++agls+xvbnx+=recorded
on ^in++++=on
terricolous ^jj+atrb+++=terricolous
substrates ^nns+nom+++=substrates;
; ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
consistent ^jj+pred+++=consistent
with ^in++++=with
previous ^jj+atrb+++=previous
observations ^nns+nom+++=observations
that ^tht+ncmp+obj++=that
bryophytes ^nns+++??+=bryophytes
commonly ^rb++++=commonly
colonize ^vb++++=colonize
roadside ^nn++++=roadside
areas ^nns++++=areas
at ^in++++=at
higher ^jjr+atrb+++=higher
altitudes ^nns++++=altitudes
( ^zz++++=(Frahm
frahm ^nn+++??+=EXTRAWORD
2003 ^cd++++=2003)
) ^zz++++=EXTRAWORD
and ^cc++++=and
in ^in++++=in
locations ^nns+nom+++=locations
with ^in++++=with
increased ^jj+atrb++xvbn+=increased
exposure ^nn++++=exposure
of ^in++++=of
rocks ^nns++++=rocks.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
the ^ati++++=the
collections ^nns+nom+++=collections
in ^in++++=in
this ^dt+dem+++=this
study ^nn++++=study
were ^vbd+bed+aux++=were
primarily ^rb+down+splt++=primarily
conducted ^vpsv++agls+xvbnx+=conducted
along ^in++++=along
partially ^rb+down+++=partially
open ^jj+atrb+++=open
trails ^nns++++=trails,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
areas ^nns++++=areas
encompassed ^vbd+++xvbn+=encompassed
a ^at++++=a
variety ^nn++++=variety
of ^in++++=of
habitats ^nns+++??+=habitats
and ^cc++++=and
substrates ^nns+nom+++=substrates,
, ^zz++++=EXTRAWORD
resulting ^vbg+++xvbg+=resulting
in ^in++++=in
a ^at++++=a
considerable ^jj+atrb+++=considerable
representation ^nn+nom+++=representation
of ^in++++=of
species ^nn++++=species
diversity ^nn+nom+++=diversity.
. ^zz++++=EXTRAWORD
