The ^ati++++=The
genus ^nns+++??+=genus
Bostrychia ^np+++??+=Bostrychia
Montagne ^np+++??+=Montagne,
, ^zz++++=EXTRAWORD
a ^at++++=a
member ^nn++++=member
of ^in++++=of
the ^ati++++=the
family ^nn++++=family
Rhodomelaceae ^np+++??+=Rhodomelaceae
( ^zz++++=(Rhodophyta),
rhodophyta ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
comprises ^vbz++++=comprises
macroalgae ^jj+++??+=macroalgae
distributed ^jj+++xvbn+=distributed
in ^in++++=in
temperate ^jj+atrb+++=temperate
and ^cc+phrs+++=and
tropical ^jj+atrb+++=tropical
regions ^nns++++=regions,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
inhabit ^vb++++=inhabit
both ^abx++++=both
continental ^jj+atrb+++=continental
aquatic ^jj+atrb+++=aquatic
and ^cc+phrs+++=and
marine ^jj+atrb+++=marine
environments ^nns+nom+++=environments,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
primary ^jj+atrb+++=primary
occurrence ^nn+nom+++=occurrence
in ^in++++=in
salt ^jj+atrb+++=salt
marshes ^nns++++=marshes
and ^cc++++=and
mangroves ^nns+++??+=mangroves
( ^zz++++=(King
king ^npt++++=EXTRAWORD
& ^zz++++=&
Puttock ^np+++??+=Puttock
1989 ^cd+date+++=1989).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Species ^nns++++=Species
of ^in++++=of
Bostrychia ^np+++??+=Bostrychia
contribute ^vb++++=contribute
to ^in++++=to
the ^ati++++=the
formation ^nn+nom+++=formation
of ^in++++=of
the ^ati++++=the
mangrove ^nn+++??+=mangrove
community ^nn+nom+++=community
referred ^vbd+++xvbn+=referred
to ^in++++=to
as ^ql++++=as
Bostrychietum ^np+++??+=Bostrychietum,
, ^zz++++=EXTRAWORD
a ^at++++=a
term ^nn++++=term
introduced ^vwbn+++xvbn+=introduced
by ^in++++=by
Post ^nn++++=Post
( ^zz++++=(1936).
1936 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
community ^nn+nom+++=community
is ^vbz+bez+aux++=is
characterized ^vpsv++agls+xvbnx+=characterized
predominantly ^rb++++=predominantly
by ^in++++=by
rhodophytes ^nns+++??+=rhodophytes
such ^abl++++=such
as ^ql++++=as
Bostrychia ^np+++??+=Bostrychia,
, ^zz++++=EXTRAWORD
Caloglossa ^np+++??+=Caloglossa
( ^zz++++=(Harvey)
harvey ^np++++=EXTRAWORD
) ^zz++++=EXTRAWORD
G ^zz++++=G.
. ^zz++++=EXTRAWORD
Martens ^np+++??+=Martens,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Catenella ^np+++??+=Catenella
Greville ^np+++??+=Greville,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
also ^rb++++=also
includes ^vb++++=includes
cyanobacteria ^nn+++??+=cyanobacteria
and ^cc++++=and
chlorophytes ^nns+++??+=chlorophytes
that ^tht+rel+subj++=that
are ^vb+ber+aux++=are
associated ^vpsv++agls+xvbnx+=associated
with ^in++++=with
the ^ati++++=the
pneumatophores ^nns+++??+=pneumatophores
of ^in++++=of
Avicennia ^np+++??+=Avicennia
L ^zz++++=L.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
the ^ati++++=the
rhizophores ^nns+++??+=rhizophores
and ^cc++++=and
stems ^nns++++=stems
of ^in++++=of
Rhizophora ^np+++??+=Rhizophora
L ^zz++++=L.
. ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Laguncularia ^np+++??+=Laguncularia
C.f.gaertn ^np+++??+=C.F.Gaertn
( ^zz++++=(West
west ^np+pl+++=EXTRAWORD
1991 ^cd+date+++=1991;
; ^zz++++=EXTRAWORD
West ^nr+pl+++=West
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
1993 ^cd+date+++=1993;
; ^zz++++=EXTRAWORD
Pedroche ^np+++??+=Pedroche
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
1995 ^cd+date+++=1995;
; ^zz++++=EXTRAWORD
Yokoya ^np+++??+=Yokoya
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
1999 ^cd+date+++=1999;
; ^zz++++=EXTRAWORD
Fontes ^np+++??+=Fontes
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2007 ^cd++++=2007;
; ^zz++++=EXTRAWORD
garc ^np++++=Garc
a ^at++++=a
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2016 ^cd++++=2016).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
