A ^at++++=A
free ^jj+atrb+++=free
relative ^nn++++=relative
is ^vbz+bez+vrb++=is
a ^at++++=a
type ^nn++++=type
of ^in++++=of
relative ^jj+atrb+++=relative
clause ^nn++++=clause
that ^tht+rel+subj++=that
does ^vbz+doz+aux++=does
not ^xnot++not++=not
modify ^vb++++=modify
or ^cc+phrs+++=or
attach ^vb++++=attach
to ^in++++=to
a ^at++++=a
specific ^jj+atrb+++=specific
nominal ^jj+atrb+++=nominal
element ^nn+nom+++=element
within ^in++++=within
the ^ati++++=the
relevant ^jj+atrb+++=relevant
syntactic ^jj+atrb+++=syntactic
context ^nn++++=context.
. ^zz++++=EXTRAWORD
Previous ^jj+atrb+++=Previous
analyses ^nns++++=analyses
have ^vb+hv+aux++=have
treated ^vprf+++xvbnx+=treated
these ^dt+dem+++=these
constructions ^nns+nom+++=constructions
as ^in++++=as
determiner ^jjr+atrb+++=determiner
phrase ^nn++++=phrase
( ^zz++++=(DP)
dp ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
structures ^nns++++=structures
occupying ^vwbg+++xvbg+=occupying
argument ^nn+nom+++=argument
positions ^nns+nom+++=positions
( ^zz++++=(Caponigro,
caponigro ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
2002 ^cd++++=2002;
; ^zz++++=EXTRAWORD
Citko ^np+++??+=Citko,
, ^zz++++=EXTRAWORD
2004 ^cd++++=2004;
; ^zz++++=EXTRAWORD
Medeiros ^np+++??+=Medeiros
Junior ^nn++++=Junior,
, ^zz++++=EXTRAWORD
2005 ^cd++++=2005;
; ^zz++++=EXTRAWORD
Marchesan ^np+nom++??+=Marchesan,
, ^zz++++=EXTRAWORD
2008 ^cd++++=2008).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
examples ^nns++++=examples
in ^in++++=in
( ^zz++++=(41)
41 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
illustrate ^nn+nom+++=illustrate
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
free ^jj+atrb+++=free
relative ^jj+atrb+++=relative
clauses ^nns++++=clauses.
. ^zz++++=EXTRAWORD
