A ^at++++=A
relative ^jj+atrb+++=relative
clause ^nn++++=clause
is ^vbz+bez+vrb++=is
a ^at++++=a
nominal ^jj+atrb+++=nominal
modifier ^nn+nom+++=modifier
that ^tht+rel+obj++=that
forms ^nns++++=forms
part ^nn++++=part
of ^in++++=of
a ^at++++=a
complex ^jj+atrb+++=complex
determiner ^jjr+atrb+++=determiner
phrase ^nn++++=phrase
( ^zz++++=(DP)
dp ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
( ^zz++++=(Chierchia,
chierchia ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
2003 ^cd++++=2003)
) ^zz++++=EXTRAWORD
and ^cc++++=and
was ^vbd+bedz+aux++=was
initially ^rb+tm+splt++=initially
analyzed ^vpsv++agls+xvbnx+=analyzed
as ^ql++++=as
being ^jj+++xvbg+=being
right ^jj++++=right-adjoined
- ^zz++++=EXTRAWORD
adjoined ^jj+++xvbn+=EXTRAWORD
to ^in++++=to
the ^ati++++=the
noun ^nn++++=noun
( ^zz++++=(Chomsky,
chomsky ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
1977 ^cd+date+++=1977);
) ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
more ^rbr++++=more
recent ^jj+atrb+++=recent
analyses ^nns++++=analyses
have ^vb+hv+aux++=have
proposed ^vprf+++xvbnx+=proposed
that ^tht+vcmp+++=that
relative ^jj+atrb+++=relative
clauses ^nns++++=clauses
function ^nn+nom+++=function
as ^ql++++=as
complements ^nns+nom+++=complements
of ^in++++=of
the ^ati++++=the
determiner ^nn++++=determiner
within ^in++++=within
the ^ati++++=the
complex ^jj+atrb+++=complex
dp ^np++++=DP
( ^zz++++=(Kayne,
kayne ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
1994 ^cd+date+++=1994).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
