A ^at++++=A
sociodemographic ^jj+atrb+++=sociodemographic
questionnaire ^nn++++=questionnaire
was ^vbd+bedz+aux++=was
administered ^vpsv++agls+xvbnx+=administered,
, ^zz++++=EXTRAWORD
including ^in++++=including
the ^ati++++=the
following ^jj+atrb++xvbg+=following
variables ^nns++++=variables:
: ^zz++++=EXTRAWORD
sex ^nn++++=sex
( ^zz++++=(male
male ^jj++++=EXTRAWORD
or ^cc+phrs+++=or
female ^jj++++=female),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
age ^nn++++=age
( ^zz++++=(in
in ^in++++=EXTRAWORD
years ^nns++++=years),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
skin ^nn++++=skin
color ^nn++++=color
( ^zz++++=(white,
white ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
black ^jj++++=black,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
brown ^jj++++=brown;
; ^zz++++=EXTRAWORD
participants ^nns+nom+++=participants
identifying ^vwbg+++xvbg+=identifying
as ^ql++++=as
yellow ^jj++++=yellow
or ^cc+phrs+++=or
indigenous ^jj++++=indigenous
were ^vbd+bed+aux++=were
excluded ^vpsv++agls+xvbnx+=excluded
from ^in++++=from
the ^ati++++=the
final ^jj+atrb+++=final
sample ^nn++++=sample
due ^jj++++=due
to ^in+jcmp+++=to
low ^jj+atrb+++=low
representation ^nn+nom+++=representation),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
education ^nn+nom+++=education
level ^nn++++=level
( ^zz++++=(up
up ^rp++++=EXTRAWORD
to ^in++++=to
high ^jj+atrb+++=high
school ^nn++++=school
or ^cc++++=or
higher ^jjr+atrb+++=higher
education ^nn+nom+++=education),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
living ^jj+atrb++xvbg+=living
arrangement ^nn+nom+++=arrangement
( ^zz++++=(living
living ^jj+++xvbg+=EXTRAWORD
alone ^rb++++=alone:
: ^zz++++=EXTRAWORD
yes ^uh++++=yes
or ^cc++++=or
no ^at++++=no),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
presence ^nn+nom+++=presence
of ^in++++=of
chronic ^jj+atrb+++=chronic
disease ^nn++++=disease
( ^zz++++=(yes
yes ^uh++++=EXTRAWORD
or ^cc++++=or
no ^at++++=no),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
income ^nn++++=income
status ^nn++++=status
( ^zz++++=(with
with ^in++++=EXTRAWORD
or ^cc++++=or
without ^in++++=without
steady ^jj+atrb+++=steady
income ^nn++++=income),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
self ^nn++++=self-perceived
- ^zz++++=EXTRAWORD
perceived ^vbd+vprv++xvbn+=EXTRAWORD
health ^nn++++=health
status ^nn++++=status
( ^zz++++=(ill
ill ^jj++++=EXTRAWORD
or ^cc+phrs+++=or
healthy ^jj++++=healthy),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
place ^nn++++=place
of ^in++++=of
residence ^nn+nom+++=residence
( ^zz++++=(municipality
municipality ^nn+nom+++=EXTRAWORD
and ^cc++++=and
state ^nn++++=state).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
