The ^ati++++=The
wh ^nn+++??+=wh-word
- ^zz++++=EXTRAWORD
word ^nn++++=EXTRAWORD
" ^zz++++="quem"
quem ^nn+++??+=EXTRAWORD
" ^zz++++=EXTRAWORD
exhibits ^nns++++=exhibits
multifunctionality ^nn+nom+++=multifunctionality
in ^in++++=in
Brazilian ^jj+atrb+++=Brazilian
Portuguese ^nn+nom+++=Portuguese.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
can ^md+pos+++=can
function ^nn+nom+++=function
as ^ql++++=as
an ^at++++=an
interrogative ^jj+atrb+++=interrogative
pronoun ^nn++++=pronoun,
, ^zz++++=EXTRAWORD
introducing ^vbg+++xvbg+=introducing
a ^at++++=a
wh ^nn+++??+=wh-question
- ^zz++++=EXTRAWORD
question ^nn+nom+++=EXTRAWORD
( ^zz++++=(23),
23 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
relative ^jj+atrb+++=relative
pronoun ^nn++++=pronoun,
, ^zz++++=EXTRAWORD
introducing ^vbg+++xvbg+=introducing
a ^at++++=a
relative ^jj+atrb+++=relative
complementizer ^jjr+atrb+++=complementizer
phrase ^nn++++=phrase
( ^zz++++=(CP)
cp ^vb++++=EXTRAWORD
) ^zz++++=EXTRAWORD
( ^zz++++=(24),
24 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
as ^in++++=as
a ^at++++=a
wh ^nn+++??+=wh-phrase
- ^zz++++=EXTRAWORD
phrase ^nn++++=EXTRAWORD
introducing ^vbg+++xvbg+=introducing
a ^at++++=a
free ^jj+atrb+++=free
relative ^jj+atrb+++=relative
clause ^nn++++=clause
( ^zz++++=(25).
25 ^cd++++=EXTRAWORD
). ^nn++++=EXTRAWORD
