A ^at++++=A
fourth ^od++++=fourth
argument ^nn+nom+++=argument
concerns ^nns++++=concerns
semantics ^nn++++=semantics:
: ^zz++++=EXTRAWORD
as ^in++++=as
observed ^nn++++=observed
in ^in++++=in
free ^jj+atrb+++=free
relative ^jj+atrb+++=relative
clauses ^nns++++=clauses,
, ^zz++++=EXTRAWORD
Brazilian ^jj++++=Brazilian
Portuguese ^jj++++=Portuguese
( ^zz++++=(BP)
bp ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
free ^jj+atrb+++=free
relatives ^nns++++=relatives
exhibit ^vb++++=exhibit
maximalizing ^jj+atrb++xvbg+=maximalizing
content ^nn++++=content,
, ^zz++++=EXTRAWORD
meaning ^vbg+vprv++xvbg+=meaning
that ^tht+vcmp+++=that
wh ^nn+++??+=wh-phrases
- ^zz++++=EXTRAWORD
phrases ^nns++++=EXTRAWORD
convey ^vb++++=convey
a ^at++++=a
universal ^jj+atrb+++=universal
interpretation ^nn+nom+++=interpretation.
. ^zz++++=EXTRAWORD
Example ^nn++++=Example
( ^zz++++=(47)
47 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
appears ^vbz+seem+++=appears
to ^to+vcmp+++=to
conform ^vb++++=conform
to ^in++++=to
this ^dt+dem+++=this
pattern ^nn++++=pattern.
. ^zz++++=EXTRAWORD
