Therefore ^rb+cnj+++=Therefore,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
can ^md+pos+++=can
be ^vb+be+aux++=be
concluded ^vpsv++agls+xvbnx+=concluded
that ^tht+vcmp+++=that
a ^at++++=a
free ^jj+atrb+++=free
relative ^nn++++=relative
must ^md+nec+++=must
be ^vb+be+aux++=be
derived ^vpsv++agls+xvbnx+=derived
from ^in++++=from
a ^at++++=a
restrictive ^jj+atrb+++=restrictive
relative ^jj+atrb+++=relative
clause ^nn++++=clause.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
supports ^vbz++++=supports
Emonds ^np+++??+=Emonds
( ^zz++++=(1979)
1979 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
claim ^nn++++=claim
that ^tht+ncmp+++=that
free ^jj+atrb+++=free
relatives ^nns++++=relatives
lack ^vb++++=lack
an ^at++++=an
appositive ^jj+atrb+++=appositive
counterpart ^nn++++=counterpart,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
this ^dt+dem+++=this
claim ^nn++++=claim
is ^vbz+bez+vrb++=is
only ^rb+down+++=only
partially ^rb+down+++=partially
accurate ^jj++++=accurate.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
the ^ati++++=the
evidence ^nn+nom+++=evidence
indicates ^nns+nom+++=indicates
that ^tht+vcmp+++=that
free ^jj+atrb+++=free
relatives ^nns++++=relatives
are ^vb+ber+aux++=are
necessarily ^rb++splt++=necessarily
derived ^vpsv++agls+xvbnx+=derived
through ^in++++=through
restrictive ^jj+atrb+++=restrictive
relatives ^nns++++=relatives,
, ^zz++++=EXTRAWORD
the ^ati++++=the
data ^nns++++=data
presented ^vwbn+++xvbn+=presented
in ^in++++=in
( ^zz++++=(1)/(47)
1 ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
demonstrate ^nn+nom+++=demonstrate
the ^ati++++=the
existence ^nn+nom+++=existence
of ^in++++=of
appositive ^jj+atrb+++=appositive
free ^jj+atrb+++=free
relative ^jj+atrb+++=relative
clauses ^nns++++=clauses.
. ^zz++++=EXTRAWORD
The ^ati++++=The
following ^jj+atrb++xvbg+=following
discussion ^nn++++=discussion
addresses ^nns+nom+++=addresses
the ^ati++++=the
characterization ^nn+nom+++=characterization
of ^in++++=of
these ^dt+dem+++=these
appositive ^jj+atrb+++=appositive
free ^jj+atrb+++=free
relative ^jj+atrb+++=relative
clauses ^nns++++=clauses.
. ^zz++++=EXTRAWORD
