A ^at++++=A
visual ^jj+atrb+++=visual
inspection ^nn+nom+++=inspection
of ^in++++=of
the ^ati++++=the
central ^jj+atrb+++=central
tendency ^nn++++=tendency
and ^cc++++=and
dispersion ^nn++++=dispersion
measures ^nns++++=measures
was ^vbd+bedz+aux++=was
conducted ^vpsv++agls+xvbnx+=conducted
( ^zz++++=(Figure
figure ^nn++++=EXTRAWORD
1 ^zz++++=1).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Six ^cd++++=Six
distinct ^jj+atrb+++=distinct
patterns ^nns++++=patterns
were ^vbd+bed+aux++=were
identified ^vpsv++agls+xvbnx+=identified
when ^wrb+who+++=when
comparing ^vbg+++xvbg+=comparing
the ^ati++++=the
baseline ^nn+++??+=baseline
period ^nn++++=period
( ^zz++++=(Period
period ^nn++++=EXTRAWORD
1 ^zz++++=1)
) ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
Rcaps ^np+++??+=RCAPS
period ^nn++++=period
( ^zz++++=(Period
period ^nn++++=EXTRAWORD
2 ^zz++++=2),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Rcaps ^np+++??+=RCAPS
period ^nn++++=period
( ^zz++++=(Period
period ^nn++++=EXTRAWORD
2 ^zz++++=2)
) ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
Pna ^np+++??+=PNA
period ^nn++++=period
( ^zz++++=(Period
period ^nn++++=EXTRAWORD
3 ^zz++++=3).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
pattern ^nn++++=pattern,
, ^zz++++=EXTRAWORD
characterized ^xvbn+++xvbn+=characterized
by ^in++++=by
an ^at++++=an
initial ^jj+atrb+++=initial
decrease ^nn++++=decrease
in ^in++++=in
mean ^jj+atrb+++=mean
rates ^nns++++=rates
followed ^vwbn+vprv++xvbn+=followed
by ^in++++=by
stabilization ^nn+nom+++=stabilization,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
observed ^vpsv++agls+xvbnx+=observed
in ^in++++=in
total ^jj+atrb+++=total
rates ^nns++++=rates
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
in ^in++++=in
the ^ati++++=the
groups ^nns++++=groups
for ^in++++=for
hypertension ^nn+++??+=hypertension,
, ^zz++++=EXTRAWORD
angina ^nn++++=angina,
, ^zz++++=EXTRAWORD
epilepsy ^nn++++=epilepsy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
female ^nn++++=female
pelvic ^jj+atrb+++=pelvic
inflammatory ^jj+atrb+++=inflammatory
diseases ^nns++++=diseases.
. ^zz++++=EXTRAWORD
The ^ati++++=The
second ^od++++=second
pattern ^nn++++=pattern,
, ^zz++++=EXTRAWORD
involving ^vbg+++xvbg+=involving
a ^at++++=a
decrease ^nn++++=decrease
in ^in++++=in
both ^abx++++=both
comparisons ^nns++++=comparisons,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
found ^vpsv++agls+xvbnx+=found
in ^in++++=in
vaccine ^nn++++=vaccine-preventable
- ^zz++++=EXTRAWORD
preventable ^jj+atrb+++=EXTRAWORD
diseases ^nns++++=diseases,
, ^zz++++=EXTRAWORD
infectious ^jj+atrb+++=infectious
gastroenteritis ^nns+++??+=gastroenteritis,
, ^zz++++=EXTRAWORD
bacterial ^jj+atrb+++=bacterial
pneumonia ^nn++++=pneumonia,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
diabetes ^nn++++=diabetes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
third ^nn++++=third
pattern ^nn++++=pattern,
, ^zz++++=EXTRAWORD
defined ^vpbn+vprv++xvbn+=defined
by ^in++++=by
an ^at++++=an
initial ^nn++++=initial
increase ^vb++++=increase
followed ^vpsv++by+xvbn+=followed
by ^in++++=by
a ^at++++=a
subsequent ^nn++++=subsequent
decrease ^vb++++=decrease,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
present ^vb++++=present
in ^in++++=in
nutritional ^jj+atrb+++=nutritional
deficiencies ^nns++++=deficiencies,
, ^zz++++=EXTRAWORD
gastrointestinal ^jj+atrb+++=gastrointestinal
ulcers ^nns++++=ulcers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
diseases ^nns++++=diseases
related ^vbd+++xvbn+=related
