The ^ati++++=The
transposition ^nn+nom+++=transposition
of ^in++++=of
litter ^nn++++=litter
from ^in++++=from
the ^ati++++=the
Semideciduous ^np+++??+=Semideciduous
Seasonal ^jj+atrb+++=Seasonal
Forest ^nn++++=Forest
to ^in++++=to
soil ^nn++++=soil
disturbed ^vwbn+++xvbn+=disturbed
by ^in++++=by
Urochloa ^np+++??+=Urochloa
brizantha ^nn+++??+=brizantha
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
result ^nn++++=result
in ^in++++=in
increased ^jj+atrb++xvbn+=increased
richness ^nns+nom+++=richness
of ^in++++=of
arbuscular ^nn+++??+=arbuscular
mycorrhizal ^jj+atrb+++=mycorrhizal
fungus ^nns+++??+=fungus
species ^nns++++=species,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
did ^vbd+dod+aux++=did
it ^pp3+it+++=it
facilitate ^nn+nom+++=facilitate
the ^ati++++=the
colonization ^nn+nom+++=colonization
of ^in++++=of
plant ^nn++++=plant
species ^nn++++=species
beneficial ^jj++++=beneficial
for ^in++++=for
ecological ^jj+atrb+++=ecological
restoration ^nn+nom+++=restoration.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
findings ^nns++++=findings
suggest ^vb+vpub+++=suggest
that ^tht+vcmp+++=that
complete ^jj+atrb+++=complete
removal ^nn++++=removal
of ^in++++=of
Urochloa ^np+++??+=Urochloa
Brizantha ^nn++++=brizantha
Is ^vbz+bez+vrb++=is
Necessary ^jj+pred+++=necessary
Prior ^rb++++=prior
To ^to++++=to
Implementing ^vbg+++xvbg+=implementing
Restoration ^nn+nom+++=restoration
Measures ^nns++++=measures.
 ^zz++++=EXTRAWORD
